1_1_1	null	null	null	2510	18110	90	322	342	116	86	88	19	100	100	0	466	455	126	162	163	23	100	98	0	0.776	0.874	0.849	0.877	1.492	0.870	0.822	52	384	540	549	-0.365	236	304	256	293	0
1_1_2	null	null	null	2710	18110	80	130	153	71	86	88	20	75	55	0	236	266	115	160	162	22	88	69	0	0.579	0.632	0.655	0.580	2.694	0.573	0.605	52	288	120	173	-0.788	44	76	67	106	0
1_1_3	null	null	null	2920	18110	90	181	183	67	87	89	21	94	75	0	265	277	68	168	169	24	94	80	0	0.969	0.881	0.888	0.932	2.387	0.881	0.488	52	384	191	205	-0.045	94	97	96	109	0
1_1_4	null	null	null	3130	18110	90	211	212	50	89	91	21	100	98	0	343	338	69	171	171	23	100	96	0	0.709	0.737	0.714	0.749	1.629	0.725	0.704	52	350	294	290	-0.496	122	172	123	167	0
1_1_5	null	null	null	3310	18130	150	90	100	37	85	87	19	32	17	0	166	172	37	158	160	23	29	12	0	0.625	1.071	0.867	1.014	3.549	0.682	0.082	156	904	13	29	-0.678	5	8	15	14	-50
1_1_6	null	null	null	3520	18140	150	88	92	28	84	86	19	23	8	0	149	154	35	153	155	22	12	7	0	-1.000	8.000	1.000	0.873	3.084	0.589	0.055	156	1007	0	9	Error	4	-4	8	1	-50
1_1_7	null	null	null	3740	18120	90	607	603	245	86	88	20	98	98	0	646	639	183	153	156	23	98	98	0	1.057	1.064	1.052	1.059	1.419	1.060	0.804	52	400	1014	1003	0.080	521	493	517	486	0
1_1_8	null	null	null	3950	18120	90	589	797	479	87	92	90	96	94	0	756	929	471	158	174	200	98	78	0	0.839	0.921	0.954	0.883	1.540	0.918	0.857	52	400	1100	1481	-0.252	502	598	710	771	0
1_1_9	null	null	null	4160	18120	90	655	707	298	86	94	91	98	96	0	763	813	336	161	174	199	92	80	0	0.945	0.952	0.973	0.953	1.518	0.905	0.894	52	400	1171	1273	-0.081	569	602	621	652	0
1_1_10	null	null	null	4380	18130	100	585	681	384	91	92	19	97	96	0	670	796	429	162	162	22	100	98	0	0.972	0.931	0.929	0.976	1.751	0.906	0.872	80	489	1002	1224	-0.040	494	508	590	634	0
1_1_11	null	null	null	4570	18140	150	94	100	32	90	91	21	30	8	0	160	164	29	158	159	21	22	6	0	2.000	1.667	1.255	1.233	4.458	1.196	0.034	156	935	6	16	1.000	4	2	10	6	-50
1_1_12	null	null	null	4780	18140	150	92	96	24	89	90	20	20	7	0	165	167	29	157	159	22	25	5	0	0.375	0.700	0.833	0.775	3.804	0.469	0.022	156	1010	11	17	-1.415	3	8	7	10	-50
1_1_13	null	null	null	5010	18120	90	411	410	116	88	89	18	100	100	0	541	506	132	157	159	22	98	98	0	0.841	0.923	0.948	0.969	1.561	0.912	0.852	52	400	707	671	-0.250	323	384	322	349	0
1_1_14	null	null	null	5220	18130	100	317	349	172	93	95	26	96	93	0	415	449	168	167	170	30	97	96	0	0.903	0.908	0.876	0.815	1.763	0.938	0.852	80	532	472	538	-0.147	224	248	256	282	0
