1_1_1	null	null	null	2630	18270	100	572	694	383	83	86	19	100	100	0	605	744	395	121	122	14	100	100	0	1.010	0.981	0.982	1.013	1.443	0.970	0.927	80	524	973	1234	0.015	489	484	611	623	0
1_1_2	null	null	null	2830	18260	150	120	159	100	89	95	31	49	33	0	152	235	168	129	132	22	50	41	0	1.348	0.660	0.843	1.049	3.234	0.594	0.565	156	1044	54	176	0.431	31	23	70	106	-50
1_1_3	null	null	null	3060	18260	90	198	226	107	90	94	23	88	80	0	270	314	141	129	131	20	98	94	0	0.766	0.735	0.779	0.709	2.057	0.656	0.710	52	412	249	321	-0.385	108	141	136	185	0
1_1_4	null	null	null	3250	18260	90	329	484	307	76	77	15	100	100	0	385	566	333	119	119	15	100	100	0	0.951	0.913	0.906	0.897	1.327	0.881	0.929	52	406	519	855	-0.072	253	266	408	447	0
1_1_5	null	null	null	3480	18270	90	118	131	61	71	72	12	82	73	0	167	197	82	110	110	13	100	80	0	0.825	0.690	0.732	0.633	2.265	0.673	0.718	52	384	104	147	-0.278	47	57	60	87	0
1_1_6	null	null	null	3670	18260	150	78	82	20	73	75	14	29	15	0	116	123	26	111	112	14	31	19	0	1.000	0.750	0.778	0.761	3.308	0.759	0.112	156	1017	10	21	0.000	5	5	9	12	-50
1_1_7	null	null	null	3890	18270	100	921	1103	553	75	76	14	100	100	0	1180	1265	544	114	114	14	100	100	0	0.794	0.893	0.909	0.863	1.431	0.919	0.910	80	534	1912	2179	-0.333	846	1066	1028	1151	0
1_1_8	null	null	null	4100	18270	100	790	927	555	74	76	14	100	100	0	923	1051	573	111	113	13	100	100	0	0.882	0.907	0.928	0.891	1.443	0.922	0.919	80	542	1528	1793	-0.182	716	812	853	940	0
1_1_9	null	null	null	4310	18270	100	775	1029	671	75	77	14	100	100	0	925	1170	720	110	112	14	98	98	0	0.859	0.900	0.883	0.906	1.465	0.907	0.919	80	548	1515	2014	-0.219	700	815	954	1060	0
1_1_10	null	null	null	4520	18270	100	1024	1130	635	75	77	14	100	100	0	1030	1269	723	111	112	14	100	100	0	1.033	0.911	0.946	0.948	1.455	0.892	0.900	80	512	1868	2213	0.046	949	919	1055	1158	0
1_1_11	null	null	null	4720	18270	150	86	105	50	77	79	15	41	33	0	129	159	66	116	118	16	44	33	0	0.692	0.651	0.947	0.875	2.871	0.679	0.560	156	965	22	71	-0.531	9	13	28	43	-50
1_1_12	null	null	null	4930	18270	150	80	84	22	75	77	14	32	15	0	128	133	24	114	115	16	42	21	0	0.357	0.474	0.875	0.908	2.889	0.644	0.110	156	974	19	28	-1.485	5	14	9	19	-50
1_1_13	null	null	null	5150	18260	100	463	551	356	76	77	14	100	98	0	532	652	445	112	114	15	100	97	0	0.921	0.880	0.905	0.938	1.681	0.834	0.910	80	538	807	1015	-0.118	387	420	475	540	0
1_1_14	null	null	null	5360	18270	90	530	689	437	81	82	16	100	100	0	587	767	479	119	119	15	100	100	0	0.959	0.938	0.902	0.942	1.257	0.917	0.936	52	420	917	1256	-0.060	449	468	608	648	0
1_1_15	null	null	null	5570	18260	90	591	654	265	81	84	17	100	100	0	674	742	326	121	122	19	100	100	0	0.922	0.923	0.939	0.960	1.402	0.879	0.907	52	412	1063	1194	-0.117	510	553	573	621	0
1_1_16	null	null	null	5780	18270	100	492	567	296	79	80	15	100	100	0	579	662	349	119	120	14	100	100	0	0.898	0.899	0.929	0.908	1.602	0.875	0.917	80	524	873	1031	-0.155	413	460	488	543	0
1_1_17	null	null	null	5980	18270	150	81	86	24	77	78	15	28	12	0	120	126	27	116	117	22	17	10	0	1.000	0.900	0.925	0.933	3.287	0.399	0.183	156	964	8	19	0.000	4	4	9	10	-50
1_1_18	null	null	null	6190	18270	150	82	84	20	76	78	16	26	10	0	116	122	26	114	115	23	17	7	0	3.000	1.000	1.043	0.940	3.478	0.902	0.157	156	912	8	16	1.585	6	2	8	8	-50
1_1_19	null	null	null	6400	18270	150	111	199	199	76	78	16	63	51	0	147	265	237	113	115	16	65	50	0	1.029	0.809	0.780	0.806	2.314	0.824	0.902	156	912	69	275	0.042	35	34	123	152	-50
1_1_20	null	null	null	6610	18270	150	94	171	189	75	76	14	55	41	0	144	235	214	112	113	14	60	51	0	0.594	0.780	0.762	0.780	2.681	0.856	0.891	156	1062	51	219	-0.752	19	32	96	123	-50
1_2_1	null	null	null	2620	18480	80	458	480	209	84	87	21	100	100	0	495	533	234	122	122	15	100	100	0	1.003	0.964	0.963	0.964	1.337	0.928	0.886	52	340	747	807	0.004	374	373	396	411	0
1_2_2	null	null	null	2840	18470	90	559	610	306	93	103	37	98	96	0	591	597	229	128	133	25	100	100	0	1.006	1.102	1.030	1.004	1.629	1.161	0.858	52	414	929	986	0.009	466	463	517	469	0
1_2_3	null	null	null	3060	18470	110	134	247	252	94	103	33	53	42	0	182	288	244	133	138	25	67	50	0	0.816	0.987	0.949	0.810	2.516	1.017	0.778	80	570	89	308	-0.293	40	49	153	155	0
1_2_4	null	null	null	3240	18470	150	87	89	20	82	87	25	12	3	0	129	133	23	123	126	22	20	8	0	0.833	0.700	1.021	1.076	2.990	1.103	0.135	156	860	11	17	-0.263	5	6	7	10	-50
1_2_5	null	null	null	3450	18470	150	88	98	39	75	76	13	48	30	0	134	146	44	115	116	14	54	35	0	0.684	0.742	0.768	0.717	2.569	0.821	0.470	156	906	32	54	-0.547	13	19	23	31	-50
1_2_6	-1.805090e-01	11.528461	-0.2487678368	3670	18480	110	2787	2973	1428	77	78	14	100	100	0	3339	3702	1728	119	120	15	100	100	0	0.842	0.808	0.792	0.796	1.280	0.811	0.956	80	588	5930	6479	-0.249	2710	3220	2896	3583	0
1_2_7	-2.615295e-01	10.562797	-0.3131838155	3890	18480	100	1435	2110	1787	78	79	15	100	100	0	1806	2514	2098	120	121	16	100	100	0	0.805	0.849	0.822	0.824	1.471	0.845	0.932	80	534	3043	4426	-0.313	1357	1686	2032	2394	0
1_2_8	4.878088e-02	9.873392	-0.0246094673	4090	18480	110	1008	1256	900	78	79	14	100	100	0	1063	1494	1101	117	118	14	100	100	0	0.983	0.855	0.862	0.886	1.382	0.834	0.936	80	579	1876	2555	-0.025	930	946	1178	1377	0
1_2_9	2.841741e-02	9.003563	-0.0871219800	4310	18490	100	575	708	498	77	78	14	100	100	0	645	863	587	116	117	14	100	100	0	0.941	0.845	0.883	0.827	1.415	0.840	0.954	80	530	1027	1378	-0.087	498	529	631	747	0
1_2_10	null	null	null	4520	18480	100	444	752	750	80	82	18	100	100	0	544	931	943	118	120	15	100	100	0	0.854	0.827	0.873	0.806	1.513	0.800	0.932	80	543	790	1485	-0.227	364	426	672	813	0
1_2_11	-7.501104e-02	9.042679	-0.1886238805	4740	18480	90	581	1000	994	87	88	21	100	100	0	690	1112	1088	127	128	16	100	100	0	0.877	0.927	0.948	0.923	1.617	0.915	0.884	52	409	1057	1898	-0.189	494	563	913	985	0
1_2_12	4.818553e-01	10.005383	0.4154426938	4930	18480	110	1275	1648	1416	88	91	23	100	100	0	1019	1681	1498	129	131	19	100	100	0	1.334	1.005	0.981	1.035	1.344	0.959	0.956	80	574	2077	3112	0.415	1187	890	1560	1552	0
1_2_13	null	null	null	5150	18480	90	397	588	515	86	90	25	94	88	0	419	638	579	124	128	22	100	96	0	1.054	0.977	1.051	1.010	1.595	0.921	0.933	52	420	606	1016	0.076	311	295	502	514	0
1_2_14	null	null	null	5360	18480	90	711	984	808	95	98	26	100	96	0	622	884	784	130	132	19	94	94	0	1.252	1.179	1.270	1.323	1.508	1.095	0.956	52	420	1108	1643	0.324	616	492	889	754	0
1_2_15	3.277054e-01	11.489390	0.2625763347	5560	18480	110	3246	3441	1894	97	102	26	100	100	0	2757	2977	1622	132	135	24	100	100	0	1.200	1.175	1.183	1.187	1.298	1.176	0.960	80	629	5774	6189	0.263	3149	2625	3344	2845	0
1_2_16	3.768851e-01	11.152683	0.3351060718	5790	18490	80	2651	2897	1753	94	100	27	100	100	0	2159	2623	1482	132	137	25	100	100	0	1.261	1.125	1.074	1.068	1.322	1.151	0.956	52	340	4584	5294	0.335	2557	2027	2803	2491	0
1_2_17	1.535740e-02	10.549669	-0.0365746149	5990	18480	80	1567	1830	1172	87	91	24	100	100	0	1644	1996	1286	126	131	34	100	100	0	0.975	0.932	0.907	0.928	1.523	0.919	0.947	52	340	2998	3613	-0.037	1480	1518	1743	1870	0
1_2_18	-6.979465e-03	10.895769	-0.0461883570	6200	18480	100	1963	1895	1231	88	94	27	100	100	0	2063	2113	1335	127	131	21	100	100	0	0.968	0.910	0.896	0.893	1.452	0.910	0.946	80	530	3811	3793	-0.046	1875	1936	1807	1986	0
1_2_19	-7.344214e-02	10.257110	-0.1296352804	6410	18480	100	1251	1329	900	81	84	18	100	100	0	1404	1497	999	124	127	19	100	100	0	0.914	0.909	0.914	0.934	1.414	0.900	0.941	80	524	2450	2621	-0.130	1170	1280	1248	1373	0
1_2_20	null	null	null	6620	18490	100	308	676	729	78	80	16	98	98	0	410	772	770	121	123	17	100	98	0	0.796	0.919	0.882	0.880	1.707	0.935	0.920	80	520	519	1249	-0.329	230	289	598	651	0
1_3_1	-2.555901e-01	9.619341	-0.3403849996	2630	18700	80	781	1103	821	82	86	19	100	100	0	1004	1298	989	119	120	17	100	100	0	0.790	0.866	0.880	0.874	1.490	0.844	0.956	52	340	1584	2200	-0.340	699	885	1021	1179	0
1_3_2	null	null	null	2840	18690	100	415	844	919	88	91	23	100	98	0	478	902	986	122	124	17	100	100	0	0.919	0.969	1.074	1.014	1.586	0.940	0.895	80	554	683	1536	-0.123	327	356	756	780	0
1_3_3	null	null	null	3050	18690	80	161	205	117	96	105	38	65	44	0	217	242	98	130	137	33	78	61	0	0.747	0.973	0.920	0.866	1.778	1.122	0.749	52	340	152	221	-0.421	65	87	109	112	-50
1_3_4	-1.815077e-01	9.445711	-0.2747437374	3250	18690	100	715	1427	1562	81	84	18	100	100	0	889	1659	1799	122	123	14	100	100	0	0.827	0.876	0.848	0.837	1.447	0.867	0.937	80	528	1401	2883	-0.275	634	767	1346	1537	0
1_3_5	-2.509159e-01	9.459445	-0.3434646762	3460	18690	100	700	1028	943	75	77	13	100	100	0	910	1172	1006	117	118	13	100	100	0	0.788	0.903	0.900	0.880	1.378	0.919	0.930	80	534	1418	2008	-0.343	625	793	953	1055	0
1_3_6	3.531508e-02	10.221546	-0.0217495834	3670	18690	100	1261	1800	1505	76	77	13	100	100	0	1323	2020	1639	120	120	13	100	100	0	0.985	0.907	0.932	0.879	1.357	0.911	0.955	80	536	2388	3624	-0.022	1185	1203	1724	1900	0
