1005964_1	-1.468	0.362	1	1	1	143	36	154	36	47	10	44	7	-50
1006372_1	2.085	4.244	1	1	2	11336	5800	152	37	2901	1539	43	7	0
1006780_1	-0.271	0.829	1	1	3	276	60	143	37	217	55	43	15	0
1007188_1	0.488	1.403	1	1	4	2894	1297	140	31	2173	1015	44	7	0
1007496_1	0.404	1.323	1	1	5	1055	234	139	31	794	132	43	7	0
1007904_1	-1.112	0.463	1	1	6	1160	188	133	35	2449	229	42	7	0
1008312_1	0.353	1.277	1	1	7	1711	476	130	30	1386	413	43	7	0
1008720_1	0.143	1.104	1	1	8	1702	764	127	32	1590	771	43	7	0
1009028_1	0.187	1.139	1	1	9	2907	434	127	32	2691	294	43	8	0
1009436_1	-0.330	0.796	1	1	10	1421	731	129	32	1803	1053	42	7	0
1009844_1	0.008	1.006	1	1	11	664	115	128	30	620	75	42	6	0
1005988_1	-3.790	0.072	1	2	1	148	39	164	39	59	21	44	10	-50
1006396_1	-3.970	0.064	1	2	2	157	39	168	38	61	27	44	10	-50
1006804_1	-0.425	0.745	1	2	3	1066	145	167	39	1354	165	45	9	0
1007112_1	1.117	2.169	1	2	4	174	38	160	35	51	13	44	8	-50
1007520_1	1.497	2.822	1	2	5	2431	483	152	33	919	140	43	8	0
1007928_1	-0.075	0.949	1	2	6	748	101	152	37	724	77	43	8	0
1008336_1	0.511	1.425	1	2	7	3438	1294	154	37	2545	1001	45	7	0
1008644_1	2.024	4.067	1	2	8	170	38	155	38	48	11	44	7	-50
1009052_1	-0.112	0.925	1	2	9	523	67	151	35	480	78	44	8	0
1009460_1	0.105	1.075	1	2	10	3145	379	157	35	3058	375	44	7	0
1009868_1	0.309	1.238	1	2	11	491	94	153	34	340	55	44	7	0
1010163_1	-5.131	0.029	1	2	12	106	29	153	35	81	15	43	7	0
1006012_1	-1.883	0.271	1	3	1	158	39	176	40	49	12	45	8	-50
1006420_1	-0.470	0.722	1	3	2	368	65	185	39	320	31	45	9	0
1006728_1	-1.468	0.362	1	3	3	180	42	195	40	48	9	45	8	-50
1007136_1	0.480	1.394	1	3	4	198	57	189	41	52	13	45	8	-50
1007544_1	-0.351	0.784	1	3	5	661	99	194	39	692	82	46	7	0
1007952_1	-0.057	0.961	1	3	6	3817	499	187	37	4141	287	46	8	0
1008260_1	0.427	1.344	1	3	7	2654	181	185	38	2038	114	46	8	0
1008668_1	-2.205	0.217	1	3	8	169	49	184	40	51	12	46	8	-50
1009076_1	0.255	1.193	1	3	9	194	50	183	39	56	22	46	8	-50
1009484_1	0.877	1.836	1	3	10	9669	1428	180	40	5651	700	46	8	0
1010153_1	-5.275	0.026	1	3	12	124	63	168	37	87	17	45	8	0
1006036_1	-0.883	0.542	1	4	1	156	45	186	41	47	8	45	7	-50
1006344_1	-0.056	0.962	1	4	2	605	93	214	39	488	68	47	8	0
1006752_1	0.551	1.465	1	4	3	16631	2150	214	43	12198	1301	47	10	0
1007160_1	0.518	1.432	1	4	4	30746	2920	226	45	23165	1436	50	10	0
1007568_1	-0.268	0.831	1	4	5	2109	243	231	42	2500	300	48	8	0
1007876_1	1.514	2.857	1	4	6	9431	920	230	43	3540	410	47	9	0
1008284_1	1.096	2.138	1	4	7	13939	1335	219	44	7007	719	48	9	0
1008692_1	-1.002	0.499	1	4	8	969	288	213	42	1689	614	47	8	0
1009100_1	0.437	1.353	1	4	9	5522	3120	211	45	4303	2640	47	8	0
1009804_1	-0.552	0.682	1	4	10	280	52	202	40	169	37	45	8	0
1006206_1	0.158	1.116	1	4	12	10406	1239	197	41	9968	1163	47	8	0
1005960_1	-1.468	0.362	1	5	1	175	43	214	44	50	12	47	8	-50
1006368_1	-2.883	0.136	1	5	2	209	62	220	43	56	17	48	8	-50
1006776_1	0.541	1.455	1	5	3	1510	445	233	47	999	345	47	8	0
1007184_1	-1.468	0.362	1	5	4	240	56	243	44	51	11	48	8	-50
1007492_1	2.259	4.788	1	5	5	15625	10748	250	42	3531	2499	48	9	0
1007900_1	-1.623	0.325	1	5	6	303	55	250	49	226	42	49	8	0
1008308_1	0.499	1.413	1	5	7	2157	265	251	44	1511	163	48	9	0
1008716_1	-2.205	0.217	1	5	8	217	66	244	46	54	15	49	9	-50
1009420_1	-0.241	0.846	1	5	9	754	191	239	43	707	200	47	9	0
1009828_1	-6.728	0.009	1	5	10	229	39	239	44	162	38	47	8	0
1010167_1	-6.453	0.011	1	5	12	216	49	239	41	142	31	47	8	0
1005984_1	-1.468	0.362	1	6	1	206	62	238	44	52	10	49	8	-50
1006392_1	-3.690	0.077	1	6	2	215	69	231	43	62	22	48	8	-50
1006800_1	-6.883	0.008	1	6	3	199	53	225	42	176	39	48	7	0
1007108_1	-0.813	0.569	1	6	4	858	200	236	45	1233	343	48	8	0
