1	44	34	1302	1431	1404	33	27	29	1494	1522	.936	0	.198	1.084	88	91	.927	.872	1.078	1.147	.95	1239	208	89	105	84	100
2	41	32	1087	1165	1140	39	25	27	1213	1239	.929	0	.158	1.057	85	88	.954	.896	1.049	1.116	.974	1155	208	89	105	104	120
3	39	32	816	1010	986	38	24	26	1049	1074	.951	0	.362	1.205	85	86	.828	.778	1.208	1.285	1.13	1187	208	89	105	126	142
4	32	30	826	881	859	27	22	23	914	937	.925	0	.146	1.008	83	86	.962	.904	1.04	1.106	.973	1209	208	89	105	148	164
5	32	29	818	875	852	27	23	24	906	931	.923	0	.148	1.005	86	90	.96	.902	1.042	1.108	.948	1209	208	89	105	171	187
6	32	31	850	1010	986	25	24	26	1049	1074	.909	0	.303	1.176	85	92	.862	.81	1.16	1.234	1.026	1187	208	89	105	193	209
7	31	30	2	24	1	24	23	24	1	26	.013	0	-.911	.571	19	14	2	1.88	.5	.532	.008	1191	208	89	105	215	231
8	31	30		24		25	24	26	0	26	.039	0		.75	13	12					.029	1189	208	89	105	237	253
9	32	31	4	28	2	27	26	28	2	30	.055	0	-.911	.759	21	17	2	1.88	.5	.532	.04	1185	208	89	105	259	275
10	33	31	1	28		29	28	30	0	30	.097	0		.9	17	12					.076	1187	208	89	105	281	297
11	37	33		32		34	32	34	0	34	.062	0		.714	12	9					.046	1187	208	89	105	303	319
12	49	33	1	32		42	33	35	-1	34	.232	0		.5	18	12					.179	1187	208	89	105	325	341
13	44	32	7	31	3	38	28	30	3	33	.867	0	-1.133	.5	18	7	2.333	2.193	.429	.456	.398	1187	208	89	105	347	363
14	39	31	12	31	5	32	26	28	5	33	.597	0	-1.174	.59	24	13	2.4	2.256	.417	.443	.298	1209	208	89	105	369	385
15	39	30	3	25		31	26	28	-1	27	.073	0		.714	21	9					.051	1209	208	89	105	392	408
16	33	30	3	28	2	29	26	28	2	30	.521	0	-.496	.75	14	12	1.5	1.41	.667	.709	.152	1187	208	89	105	414	430
17	32	30		27	1	28	26	28	1	29	-.02	0		.714	15	11					-.013	1187	208	89	105	436	452
18	32	30	1	24		26	25	27	-1	26	.028	0		.667	19	9					.019	1305	208	89	105	458	474
19	35	29	2	24		29	25	27	-1	26	.017	0		.636	24	10					.012	1181	208	112	128	82	98
20	39	29	3	23		32	23	24	0	24	.103	0		.444	25	13					.056	1051	208	112	128	104	120
21	44	31		22		37	23	24	-1	23	.136	0		.933	13	13					.096	1044	208	112	128	126	142
22	37	29	7	25	2	31	23	24	2	27	.55	0	-1.718	.609	27	21	3.5	3.29	.286	.304	.302	1052	208	112	128	148	164
23	31	28	1	21		25	22	23	-1	22	.088	0		.529	18	9					.054	1072	208	112	128	171	187
24	42	29		20		32	22	23	-2	21	-.062	0		.733	15	9					-.039	1052	208	112	128	193	209
25	47	31	300	245	222	39	23	24	236	261	.87	0	-.345	.805	87	90	1.351	1.27	.74	.787	.502	1060	208	112	128	215	231
26	39	32	2106	2037	2011	32	26	28	2139	2167	.961	0	.023	.97	98	100	1.047	.984	.955	1.016	.957	1041	225	112	129	237	254
27	38	32	2597	3923	3895	33	28	30	4144	4173	.946	0	.674	1.5	100	100	.667	.627	1.5	1.596	1.508	1046	208	112	128	259	275
28	34	32	348	426	395	32	31	33	420	453	.919	0	.272	1.101	96	98	.881	.828	1.135	1.208	1.095	1061	208	112	128	281	297
29	38	31	623	672	641	36	31	33	682	715	.914	0	.13	1.038	96	93	.972	.914	1.029	1.095	1.032	1061	208	112	128	303	319
30	50	32	503	344	316	43	28	30	336	366	.928	0	-.581	.631	89	85	1.592	1.496	.628	.668	.603	1061	208	112	128	325	341
31	46	29	263	342	317	40	25	27	337	364	.931	0	.359	1.188	98	99	.83	.78	1.205	1.282	1.194	1065	208	112	128	347	363
