1	218	193	10578	11778	11584	211	194	294	17552	17845	0	0	.731	1.086	77	73	.913	.603	1.095	1.659	0	1132	256	92	110	53	71	.731
2	201	185	5936	6473	6285	202	188	285	9523	9808	0	0	.682	1.067	75	75	.944	.623	1.059	1.604	0	1017	256	91	109	74	92	.682
3	193	181	6675	6672	6490	196	182	276	9833	10109	0	0	.559	1.014	78	76	1.029	.679	.972	1.473	0	1027	256	91	109	96	114	.559
4	189	179	7669	7944	7769	188	175	265	11771	12036	0	0	.618	1.015	73	74	.987	.652	1.013	1.535	0	1027	256	91	109	118	136	.618
5	186	173	8651	8647	8479	184	168	255	12847	13102	0	0	.57	.959	73	73	1.02	.673	.98	1.485	0	1053	256	90	108	140	158	.57
6	196	170	8582	8526	8368	200	158	239	12679	12918	0	0	.563	.969	69	69	1.026	.677	.975	1.477	0	1035	256	90	108	162	180	.563
7	196	171	11	166	10	194	156	236	15	252	.52	0	.462	1.067	10	9	1.1	.726	.909	1.377	.451	1027	256	90	108	184	202	.462
8	178	164	30	171	17	165	154	233	26	259	.511	0	-.22	.794	18	15	1.765	1.165	.567	.859	.419	1020	256	90	108	206	224	-.22
9	184	164	19	160	12	170	148	224	18	242	.587	0	-.064	.747	12	11	1.583	1.045	.632	.957	.491	1035	256	89	107	228	246	-.064
10	182	161	13	156	16	164	140	212	24	236	.458	0	.899	.667	11	12	.813	.536	1.231	1.865	.462	1027	256	89	107	250	268	.899
11	160	146	9	136	10	138	126	191	15	206	.27	0	.751	1	9	9	.9	.594	1.111	1.684	.222	1027	256	89	107	272	290	.751
12	153	140	37	146	29	129	117	177	44	221	.54	0	.248	.647	14	10	1.276	.842	.784	1.188	.465	1053	256	88	106	294	312	.248
13	152	138	23	137	21	128	116	176	32	208	.473	0	.468	.871	17	19	1.095	.723	.913	1.383	.344	1035	256	88	106	316	334	.468
14	157	139	79	185	67	138	118	179	102	280	.963	0	.362	.575	13	12	1.179	.778	.848	1.285	1.038	1041	256	88	106	338	356	.362
15	159	142	21	143	23	139	120	182	35	217	.831	0	.731	1.009	10	13	.913	.603	1.095	1.659	.864	1077	256	88	106	360	378	.731
16	150	141	880	821	707	125	114	173	1071	1244	4.165	0	.284	.988	19	26	1.245	.821	.803	1.217	15.62	1116	256	87	105	382	400	.284
17	151	142	9	129	15	128	114	173	23	195	.473	0	1.336	.945	12	17	.6	.396	1.667	2.525	.404	1100	256	87	105	404	422	1.336
18	150	137	2	116	1	129	115	174	2	176	.342	0	-.401	.787	7	5	2	1.32	.5	.758	.283	1228	256	87	105	426	444	-.401
19	268	199	11	208	8	247	200	303	12	315	.372	0	.14	.761	8	6	1.375	.908	.727	1.102	.347	993	256	114	132	53	71	.14
20	271	189	9	185		243	187	283	-3	280	.281	0		.733	6	3					.244	884	256	113	131	75	93	
21	201	182	1	172		195	174	264	-3	261	.208	0		1.174	4	2					.197	923	256	113	131	97	115	
22	185	172	7	167	1	183	166	252	2	253	.277	0	-2.208	.776	8	5	7	4.62	.143	.216	.235	893	256	113	131	119	137	-2.208
23	185	171	9	167	5	184	162	245	8	253	.235	0	-.249	.842	10	6	1.8	1.188	.556	.842	.284	907	256	113	131	141	159	-.249
24	195	169	35	204	49	201	155	235	74	309	.661	0	1.085	1.172	14	17	.714	.471	1.4	2.121	.792	939	256	112	130	163	181	1.085
25	188	159	5912	6130	5985	186	145	220	9068	9288	0	0	.617	1.034	72	74	.988	.652	1.012	1.534	0	948	256	112	130	185	203	.617
26	178	151	11694	9719	9582	166	137	208	14518	14726	0	0	.312	.829	80	79	1.22	.805	.819	1.242	0	939	256	112	130	207	225	.312
27	186	156	5088	13274	13139	189	135	205	19908	20112	0	0	1.968	2.615	79	84	.387	.256	2.582	3.913	0	919	256	111	129	229	247	1.968
28	186	154	1842	1315	1184	182	131	198	1794	1992	.932	0	-.038	.622	76	76	1.556	1.027	.643	.974	.653	937	256	111	129	251	269	-.038
29	159	140	3124	5393	5275	137	118	179	7992	8171	0	0	1.355	1.78	85	91	.592	.391	1.689	2.558	0	919	256	111	129	273	291	1.355
30	196	136	2971	1423	1311	202	112	170	1986	2156	.95	0	-.581	.44	82	81	2.266	1.496	.441	.669	.431	893	256	111	129	295	313	-.581
31	269	138	4528	5682	5566	331	116	176	8433	8609	0	0	.897	1.329	85	87	.814	.537	1.229	1.862	0	905	256	110	128	317	335	.897
32	221	136	1945	4123	4007	267	116	176	6071	6247	0	0	1.642	2.061	83	88	.485	.32	2.06	3.121	0	923	256	110	128	339	357	1.642
33	158	132	1831	3403	3290	154	113	171	4985	5156	0	0	1.445	1.826	67	76	.557	.367	1.797	2.722	0	934	256	112	130	361	379	1.445
34	163	132	8251	4817	4707	147	110	167	7132	7298	0	0	-.21	.577	86	87	1.753	1.157	.57	.864	0	950	256	112	130	383	401	-.21
35	190	144	15824	1507	1395	176	112	170	2114	2283	0	0	-2.904	.086	87	76	11.343	7.487	.088	.134	0	951	256	111	129	405	423	-2.904
36	203	143	3915	1215	1100	201	115	174	1667	1841	0	0	-1.232	.289	76	74	3.559	2.349	.281	.426	0	1119	256	111	129	427	445	-1.232
37	293	205	6024	6907	6711	272	196	297	10168	10465	0	0	.755	1.213	95	97	.898	.592	1.114	1.688	0	1035	256	134	152	53	71	.755
38	273	187	3726	2646	2472	241	174	264	3745	4009	0	0	.008	.663	91	92	1.507	.995	.663	1.005	0	890	256	136	154	75	93	.008
39	209	175	6751	5513	5350	199	163	247	8106	8353	0	0	.264	.783	96	98	1.262	.833	.792	1.201	0	923	256	138	156	97	115	.264
40	187	167	7751	15236	15079	186	157	238	22847	23085	0	0	1.56	2.021	88	91	.514	.339	1.945	2.948	0	907	256	135	153	119	137	1.56
41	176	162	1984	1648	1500	169	148	224	2273	2497	.938	0	.196	.769	73	75	1.323	.873	.756	1.146	.711	891	256	135	153	141	159	.196
42	177	162	4198	3310	3166	163	144	218	4797	5015	0	0	.192	.763	86	85	1.326	.875	.754	1.143	0	922	256	137	155	163	181	.192
43	166	149	5870	12740	12603	161	137	208	19095	19303	0	0	1.702	2.107	82	85	.466	.307	2.147	3.253	0	969	256	136	154	185	203	1.702
44	163	139	2211	2813	2688	159	125	189	4073	4262	.957	0	.881	1.26	71	76	.823	.543	1.216	1.842	1.031	976	256	136	154	209	227	.881
45	172	142	3174	7136	7016	166	120	182	10630	10812	0	0	1.744	2.212	80	85	.452	.299	2.21	3.349	0	957	256	134	152	231	249	1.744
46	168	144	2078	1915	1796	155	119	180	2721	2902	.959	0	.389	.874	77	76	1.157	.764	.864	1.31	.825	947	256	136	154	253	271	.389
47	156	130	1265	914	805	128	109	165	1220	1385	.947	0	-.053	.629	75	74	1.571	1.037	.636	.964	.603	897	256	135	153	275	293	-.053
48	201	133	740	913	804	202	109	165	1218	1383	.923	0	.719	1.069	76	75	.92	.607	1.086	1.646	1.025	884	256	133	151	295	313	.719
49	265	142	2084	2243	2123	325	120	182	3217	3398	.926	0	.626	1.002	98	97	.982	.648	1.019	1.544	.85	938	256	133	151	317	335	.626
50	217	135	4029	5736	5623	260	113	171	8520	8691	0	0	1.08	1.586	91	92	.717	.473	1.396	2.115	0	936	256	134	152	339	357	1.08
51	154	130	1066	1078	970	148	108	164	1470	1633	.903	0	.463	.946	71	74	1.099	.725	.91	1.379	.755	884	256	134	152	361	379	.463
52	165	131	1651	3223	3116	167	107	162	4721	4883	0	0	1.516	1.99	70	74	.53	.35	1.887	2.86	0	856	256	134	152	383	401	1.516
53	193	139	2921	4043	3931	198	112	170	5956	6126	0	0	1.028	1.556	83	86	.743	.49	1.346	2.039	0	854	256	134	152	405	423	1.028
54	207	145	2646	4119	4003	205	116	176	6065	6241	0	0	1.197	1.847	89	90	.661	.436	1.513	2.292	0	1071	256	133	151	427	445	1.197
55	236	196	3035	5771	5587	250	184	279	8465	8744	0	0	1.48	1.861	78	83	.543	.359	1.841	2.789	0	1119	256	158	176	53	71	1.48
56	216	186	9202	6886	6716	213	170	258	10176	10433	0	0	.145	.742	80	78	1.37	.904	.73	1.106	0	913	256	158	176	75	93	.145
57	225	176	2729	2643	2482	211	161	244	3761	4005	.944	0	.463	.923	76	76	1.1	.726	.909	1.378	.863	918	256	158	176	97	115	.463
58	199	171	8446	4360	4205	178	155	235	6371	6606	0	0	-.407	.513	80	80	2.009	1.326	.498	.754	0	921	256	159	177	122	140	-.407
59	184	167	4168	3308	3161	171	147	223	4789	5012	0	0	.2	.773	80	79	1.319	.87	.758	1.149	0	919	256	157	175	141	159	.2
