1	2509	543	30	8	1041	345	65	14	1.33	2.54
2	2778	578	30	7	1238	254	63	15	1.33	2.34
3	29	7	29	8	64	15	63	13	null	0.50
4	179	101	29	6	669	261	66	15	-1.90	0.25
5	186	91	31	9	671	262	68	16	-1.68	0.26
6	174	76	31	9	661	253	67	18	-1.85	0.24
7	194	93	29	7	702	288	67	14	-2.00	0.26
8	416	154	30	7	260	104	65	14	1.07	1.97
9	397	150	31	7	241	90	67	14	1.06	2.10
10	445	213	30	8	268	133	65	14	1.20	2.05
11	479	242	30	7	284	124	67	18	0.91	2.04
12	1057	1045	33	12	3839	3500	71	64	-2.35	0.27
13	1308	916	32	9	4517	2225	68	18	-1.63	0.29
14	1206	1088	34	28	4889	4026	69	24	-2.28	0.24
15	1329	1256	34	33	5376	3050	70	24	-2.17	0.24
16	31	9	30	8	66	13	65	15	-1.00	1.00
17	35	11	32	8	71	18	69	16	16.61	1.33
18	2336	539	31	8	1047	216	69	16	1.25	2.35
19	316	84	30	7	270	68	64	14	0.45	1.39
20	296	75	30	7	260	62	64	14	0.45	1.36
21	137	49	30	9	170	48	64	14	0.15	1.02
22	151	58	29	7	194	50	63	14	0.05	0.93
23	180	45	30	8	152	39	66	16	0.92	1.75
24	193	54	31	8	156	35	66	16	0.86	1.79
25	1512	436	31	9	1507	261	66	14	0.12	1.03
26	1813	366	31	17	1705	337	67	43	0.14	1.09
27	96	29	31	16	81	21	65	40	1.87	3.72
28	112	35	30	8	79	18	66	15	2.59	5.53
29	111	30	30	7	96	20	64	14	1.31	2.48
30	146	43	34	35	113	38	69	58	1.40	2.37
31	1070	513	33	19	1116	556	66	21	-0.11	0.99
32	1483	285	32	11	1487	453	65	16	-0.02	1.02
33	1711	262	31	7	1100	182	62	13	0.64	1.62
34	1907	292	31	7	1204	174	64	14	0.70	1.64
35	271	66	32	9	164	36	69	17	1.42	2.47
36	274	56	32	9	171	41	68	15	1.38	2.34
37	162	53	30	8	202	94	65	14	0.07	0.96
38	150	61	31	12	165	50	67	19	0.13	1.21
39	102	25	31	14	105	23	66	14	0.81	1.83
40	110	33	30	7	113	48	64	14	0.65	1.62
41	62	17	30	10	85	20	66	20	0.96	1.57
42	70	16	30	7	90	20	64	14	0.49	1.50
43	194	53	31	10	135	39	63	14	1.21	2.26
44	208	51	34	15	140	38	64	14	1.28	2.27
45	132	34	33	13	85	20	63	13	2.24	4.64
46	111	37	31	8	87	21	65	13	1.86	3.42
47	47	17	31	8	63	14	64	14	null	null
48	61	23	37	15	77	18	65	14	1.32	2.33
49	252	94	33	10	181	64	65	17	0.95	1.87
50	294	83	32	11	175	52	65	15	1.35	2.35
51	337	97	30	7	201	58	64	14	1.24	2.22
52	408	118	31	8	225	70	62	14	1.18	2.30
53	108	25	32	8	115	31	66	15	0.72	1.54
54	94	36	32	9	96	27	66	16	0.88	1.97
55	135	34	31	9	127	27	66	15	0.70	1.67
56	113	33	33	13	107	31	68	19	1.04	2.00
57	18424	7338	34	14	15764	7289	68	16	0.20	1.17
58	19656	8526	31	8	17324	7485	67	15	0.21	1.14
59	568	209	32	38	463	167	66	19	0.47	1.35
60	625	257	30	7	560	185	64	14	0.47	1.20
61	309	84	32	12	240	69	62	13	0.64	1.56
62	359	145	36	27	249	63	63	19	0.72	1.75
