1	2147	852	29	7	2217	1038	47	19	-0.07	0.98
2	111	35	29	7	140	39	44	14	-0.19	0.85
3	160	48	29	7	325	88	43	13	-1.13	0.46
4	224	73	29	7	317	96	42	13	-0.49	0.71
5	49	14	29	7	78	21	43	13	-0.92	0.57
6	70	17	29	7	70	25	42	13	0.83	1.48
7	309	136	29	7	381	159	43	13	-0.27	0.83
8	83	24	29	9	76	23	42	17	0.61	1.60
9	72	16	30	9	89	28	43	16	-0.06	0.94
10	905	252	29	7	1644	400	42	13	-0.87	0.55
11	259	94	29	7	292	106	42	13	-0.09	0.92
12	756	257	30	7	553	188	42	12	0.46	1.42
13	54	17	29	7	65	15	42	12	0.06	1.08
14	35	8	29	7	75	21	42	13	-1.83	0.23
15	1605	583	28	7	2614	858	41	13	-0.63	0.61
16	546	211	29	7	569	212	40	12	-0.02	0.98
17	2555	1069	29	8	2546	1136	40	12	0.01	1.01
18	2435	944	29	8	2490	1152	46	14	-0.01	0.98
19	30	8	29	7	96	22	44	14	-4.76	0.04
20	244	83	30	7	331	108	43	12	-0.43	0.75
21	502	158	29	7	338	123	43	13	0.66	1.60
22	35	11	28	7	90	22	42	13	-3.26	0.16
23	93	27	29	7	124	31	42	13	-0.35	0.78
24	44	12	28	7	82	18	42	13	-1.55	0.40
25	61	21	29	7	99	27	42	13	-0.73	0.56
26	31	9	30	8	72	10	43	13	-5.09	0.10
27	151	40	29	8	188	60	42	12	-0.24	0.84
28	68	17	29	8	83	22	43	13	0.00	0.95
29	197	68	30	8	280	105	42	13	-0.36	0.70
30	102	30	29	7	139	38	41	13	-0.38	0.75
31	87	28	29	7	118	38	42	13	-0.30	0.77
32	210	60	29	7	239	69	41	13	-0.12	0.92
33	88	27	29	7	96	37	41	13	0.23	1.07
34	2456	1118	29	7	2526	1222	40	13	-0.09	0.98
35	29	7	29	7	43	14	45	14	null	null
36	41	11	30	8	80	28	45	13	-1.50	0.35
37	50	16	30	7	79	24	43	12	-0.82	0.59
38	79	26	29	7	132	36	43	14	-0.79	0.57
39	198	56	29	7	211	65	42	12	-0.06	1.01
40	79	19	29	7	49	14	43	14	3.62	7.14
41	55	19	29	8	78	22	43	14	-0.37	0.73
42	107	35	29	7	143	43	42	14	-0.27	0.76
43	167	46	29	7	188	60	42	13	-0.16	0.95
44	29	7	29	8	41	12	42	13	null	1.00
45	61	18	30	8	81	27	44	13	-0.22	0.84
46	700	299	34	11	1090	507	48	24	-0.64	0.64
47	5400	2072	30	8	7500	2712	43	13	-0.43	0.72
48	128	34	30	8	149	47	41	12	-0.12	0.90
49	184	61	29	7	252	85	41	11	-0.48	0.73
50	55	15	29	7	92	26	40	12	-1.03	0.49
51	28	6	28	6	39	12	40	12	null	1.00
52	44	13	29	7	109	28	43	12	-2.24	0.24
53	58	16	29	7	67	17	44	13	0.25	1.20
54	75	19	30	8	111	35	44	14	-0.56	0.68
55	166	61	30	7	333	110	43	12	-1.00	0.47
56	37	10	29	7	81	20	42	13	-2.52	0.23
57	265	81	29	7	351	106	42	12	-0.38	0.77
58	39	10	29	7	74	19	43	14	-1.59	0.38
59	44	13	29	7	74	20	42	13	-1.13	0.50
60	465	158	29	7	638	214	42	12	-0.47	0.73
61	37	12	30	8	53	17	43	13	-0.65	0.75
62	356	133	30	8	437	177	43	14	-0.19	0.83
63	60	18	31	10	69	22	46	24	0.43	1.15
64	1047	347	31	8	1891	496	42	14	-0.87	0.55
65	62	28	32	9	90	37	44	14	-0.67	0.63
66	230	79	30	8	355	114	42	13	-0.64	0.64
67	62	20	29	7	98	33	41	13	-0.67	0.59
68	5439	2257	29	7	3886	1687	40	12	0.46	1.41
69	52	17	30	8	118	37	45	14	-1.69	0.31
70	57	21	29	7	83	29	43	14	-0.59	0.69
71	72	20	30	7	85	23	43	13	0.13	1.02
72	61	17	30	7	107	36	43	13	-0.85	0.49
73	53	16	29	7	74	19	42	13	-0.27	0.73
74	73	21	29	7	117	39	44	13	-0.76	0.60
75	29	8	29	7	42	13	44	14	null	null
76	29	7	28	6	94	25	41	13	-5.67	0.04
77	75	21	29	7	80	27	42	13	0.26	1.18
78	128	37	30	8	169	45	44	14	-0.42	0.77
79	47	14	30	7	83	23	44	14	-1.22	0.46
80	2788	1166	30	8	2691	1112	42	13	0.02	1.04
81	1156	362	31	8	1613	541	43	13	-0.46	0.72
82	1163	419	32	9	963	379	44	14	0.23	1.23
83	297	113	30	7	373	141	42	13	-0.35	0.81
84	957	370	29	8	1102	396	41	12	-0.15	0.87
85	5114	1985	30	8	3659	1531	41	12	0.48	1.40
86	53	18	30	8	122	41	44	13	-1.76	0.30
87	75	25	30	7	107	28	45	14	-0.45	0.75
88	32	9	29	7	91	21	43	13	-5.56	0.08
89	410	154	29	7	374	149	44	13	0.26	1.16
90	122	36	30	8	84	27	42	13	1.20	2.16
91	11366	5066	31	8	6299	2806	45	14	0.85	1.81
92	54	17	30	7	89	31	45	14	-0.71	0.55
93	428	140	29	7	408	136	42	13	0.12	1.08
94	78	19	29	7	92	29	41	13	-0.11	0.94
95	1025	367	30	8	1679	589	42	13	-0.67	0.61
96	1935	818	30	8	2981	1128	43	13	-0.59	0.65
97	30	8	30	10	39	13	44	21	-2.32	-0.33
98	9899	4335	30	10	13655	6310	43	13	-0.48	0.73
99	211	74	30	8	289	98	43	13	-0.42	0.73
100	193	65	30	7	261	80	42	14	-0.29	0.75
101	321	122	30	7	302	116	41	13	0.21	1.11
102	1195	430	30	8	1726	557	42	12	-0.50	0.69
103	51	14	30	8	115	39	44	12	-1.80	0.30
104	3229	1140	30	7	3189	1094	45	14	0.08	1.02
105	36	11	30	7	53	20	43	13	-0.42	0.64
106	82	23	30	7	114	33	44	13	-0.39	0.74
107	43	8	30	8	78	10	41	12	-1.49	0.38
108	742	255	30	8	772	281	44	13	-0.06	0.98
109	205	80	30	7	334	126	44	13	-0.77	0.60
110	42	13	30	8	79	20	42	13	-1.93	0.35
111	286	87	29	7	308	99	44	13	-0.07	0.97
112	50	13	30	8	74	14	44	12	-0.43	0.68
113	37	9	30	7	82	20	43	13	-2.43	0.20
114	108	30	30	7	132	36	42	13	-0.23	0.86
115	424	153	30	7	658	210	42	13	-0.58	0.64
116	59	16	30	7	74	23	43	13	-0.20	0.94
117	152	37	30	7	236	67	41	13	-0.64	0.62
118	206	62	30	7	164	64	41	12	0.63	1.43
119	1157	424	30	8	1721	531	41	12	-0.54	0.67
120	33	10	30	7	48	16	44	12	-0.74	0.67
121	829	319	30	8	1530	496	45	13	-0.79	0.54
122	33	8	30	7	45	13	43	13	2.32	1.67
123	258	98	30	7	378	111	44	13	-0.55	0.68
124	110	33	30	7	147	44	43	13	-0.27	0.77
125	55	15	29	7	101	29	43	14	-1.14	0.46
126	1758	651	30	7	2724	1075	43	14	-0.62	0.64
127	44	16	30	7	85	24	43	13	-1.76	0.35
128	153	49	29	7	225	64	44	14	-0.53	0.69
129	523	184	30	7	697	245	43	13	-0.44	0.75
130	55	18	30	7	79	20	42	12	-0.89	0.67
131	89	28	31	8	161	46	42	13	-0.79	0.50
132	382	102	30	7	389	142	43	13	0.09	1.01
133	1081	397	30	7	1992	655	42	12	-0.85	0.54
134	312	102	30	7	596	182	42	13	-0.98	0.51
135	537	192	30	7	1122	374	41	12	-1.08	0.47
136	3907	1343	29	8	2853	1096	42	13	0.44	1.38
137	34	10	29	7	48	13	43	13	0.00	1.00
138	1361	471	30	7	1973	599	44	13	-0.51	0.69
139	418	161	30	8	461	185	44	13	-0.20	0.93
140	122	38	30	7	166	36	45	13	-0.35	0.76
141	1694	570	30	7	2661	757	44	13	-0.65	0.64
142	81	22	30	7	53	17	44	13	2.70	5.20
143	246	100	30	7	347	131	43	13	-0.45	0.71
144	483	175	30	7	989	321	44	14	-1.04	0.48
145	213	70	29	7	262	100	42	12	-0.21	0.84
146	33	8	30	7	101	21	42	13	-4.88	0.07
147	216	69	30	7	419	105	41	12	-1.02	0.49
148	82	24	31	8	144	46	44	13	-1.04	0.52
149	56	14	31	8	67	18	42	13	-0.15	1.04
150	157	56	30	7	210	68	43	13	-0.39	0.77
151	61	15	30	7	73	23	42	14	0.05	1.03
152	53	15	29	7	70	15	41	14	-0.33	0.81
153	3760	1449	30	7	2717	1101	42	12	0.48	1.39
154	33	9	30	7	53	16	44	13	-2.17	0.40
155	85	29	30	7	105	35	45	13	0.00	0.90
156	896	335	31	8	1282	427	45	13	-0.49	0.70
157	135	39	30	8	91	28	45	13	1.14	2.21
158	59	16	31	8	95	25	47	15	-0.62	0.57
159	34	10	30	7	55	19	45	14	-1.17	0.42
160	30	7	30	7	41	11	44	13	-1.00	-1.00
161	3542	1390	31	8	6535	2373	43	13	-0.82	0.54
162	31	6	30	8	94	24	43	14	-3.70	0.04
163	14842	5411	31	7	19758	7932	42	12	-0.43	0.75
164	122	40	31	8	179	48	43	13	-0.56	0.67
165	45	13	30	7	92	28	44	14	-1.47	0.33
166	260	68	30	8	404	115	43	13	-0.62	0.63
167	246	69	30	7	555	110	43	14	-1.22	0.42
168	266	81	29	7	263	87	42	13	0.14	1.06
169	117	39	30	7	140	54	41	13	0.03	0.87
170	1234	391	30	8	1740	479	42	12	-0.48	0.71
171	34	10	30	7	52	16	44	13	-0.26	0.67
172	58	16	30	7	76	20	45	13	0.05	0.88
173	45	14	30	7	78	19	44	13	-1.19	0.46
174	35	9	31	8	94	25	44	14	-4.22	0.12
175	71	19	30	7	83	24	44	13	-0.04	1.02
176	69	20	30	7	79	25	44	13	0.31	1.08
177	34	8	30	7	86	24	44	13	-3.84	0.11
178	45	13	31	7	73	18	43	13	-1.51	0.45
179	76	21	30	7	81	25	42	12	0.46	1.15
180	1514	425	30	7	1343	404	43	13	0.15	1.14
181	48	12	31	7	67	16	42	13	-0.44	0.69
182	37	9	31	7	95	26	44	14	-3.12	0.13
183	79	25	31	7	82	24	43	13	0.37	1.23
184	32	8	31	7	48	13	43	13	-2.59	0.33
185	294	83	30	8	399	130	42	13	-0.38	0.74
186	78	25	30	7	124	34	42	12	-0.70	0.58
187	1237	349	30	8	1676	535	42	12	-0.48	0.74
188	103	38	31	8	919	383	45	14	-3.45	0.08
189	106	31	31	8	88	23	44	13	0.84	1.67
190	687	220	31	8	457	172	44	14	0.62	1.58
191	1189	434	30	7	1367	445	45	14	-0.15	0.88
192	36	8	30	7	99	21	44	14	-3.51	0.11
193	198	71	30	7	201	70	45	14	0.18	1.08
194	297	97	30	7	534	174	43	13	-0.90	0.55
195	71	20	30	7	69	22	43	14	0.71	1.50
196	63	18	31	8	102	24	43	12	-0.86	0.57
197	208	51	29	7	240	66	44	14	-0.19	0.91
198	126	37	31	8	146	43	43	13	-0.13	0.93
199	80	27	30	8	151	53	44	13	-0.91	0.47
200	18778	11531	33	9	17968	11512	48	16	0.06	1.05
201	59	15	33	8	101	29	44	14	-1.27	0.46
202	81	23	31	8	106	29	42	12	-0.27	0.77
203	37	12	31	7	79	17	42	13	-2.81	0.20
204	3552	1368	30	7	2585	1009	43	13	0.46	1.38
205	122	52	30	8	1163	446	45	13	-3.62	0.08
206	31	8	30	8	48	14	45	13	-2.32	0.40
207	340	116	31	7	438	135	45	15	-0.28	0.79
208	582	218	31	8	735	264	45	14	-0.33	0.80
209	323	100	31	7	256	92	45	14	0.50	1.38
210	250	75	30	7	213	73	45	14	0.38	1.31
211	172	55	30	7	174	62	44	13	0.15	1.09
212	567	165	30	8	522	183	44	13	0.10	1.12
213	77	24	31	8	82	25	46	14	0.31	1.26
214	439	139	30	8	513	171	44	13	-0.23	0.87
215	39	11	31	8	48	15	44	14	0.68	1.80
216	81	22	31	8	82	24	46	14	0.47	1.31
217	74	28	33	9	117	38	48	15	-0.77	0.60
218	12891	4569	32	8	6706	3015	44	15	0.84	1.93
219	42	13	30	7	76	18	43	14	-1.47	0.34
220	72	21	30	7	91	28	43	12	-0.03	0.88
221	4270	1626	30	7	3038	1199	44	13	0.51	1.42
222	125	48	31	7	1084	398	45	13	-3.48	0.09
223	304	98	30	8	445	137	45	13	-0.50	0.68
224	247	82	31	7	391	142	44	13	-0.65	0.62
225	2825	886	30	7	1889	744	43	13	0.56	1.51
226	31	8	31	8	55	16	48	89	null	0.09
227	1067	392	32	9	1546	586	48	15	-0.54	0.69
228	222	66	33	46	226	77	44	14	0.07	1.04
229	1634	575	31	8	1384	547	44	13	0.33	1.20
230	121	40	34	9	166	58	50	18	-0.34	0.75
231	146	39	32	9	172	49	47	15	-0.13	0.91
