1	2240	24150	110	87	176	255	84	85	12	37	30	0	235	747	991	37	38	7	100	100	0	0.015	0.13	0.124	0.167	6.776	0.022	0.008	80	520	-6.044	3	198	92	710	0	0.113903508	-3.134115912	-4.428803322	1.967906036	32
2	2410	24150	100	104	171	197	87	87	12	57	31	0	49	57	31	38	39	7	57	37	0	1.545	4.421	2.382	2.057	4.086	8.826	0.421	80	401	0.628	17	11	84	19	-50	-10000	-10000	0.023217726	0.303652804	19
3	2580	24150	100	97	122	87	84	85	12	50	22	0	71	72	17	38	39	8	97	90	0	0.394	1.118	0.476	0.489	3.36	4.398	0.278	80	423	-1.344	13	33	38	34	-50	-10000	-10000	-0.267998164	0	1
4	2760	24140	100	102	185	241	83	83	12	62	41	0	54	66	38	38	39	7	77	56	0	1.188	3.643	2.102	1.814	3.61	7.131	0.611	80	426	0.248	19	16	102	28	-50	-10000	-10000	0.023217726	0.303652804	19
5	2940	24140	120	165	174	52	82	83	12	100	99	0	145	147	25	38	39	8	100	100	0	0.776	0.844	0.792	0.804	1.385	1.018	0.703	120	496	-0.366	83	107	92	109	0	0.778014809	-0.362130479	-0.102489184	0.210191584	16
6	3110	24130	130	30793	29192	5033	83	133	490	100	100	0	26871	25471	4239	40	65	273	100	100	0	1.145	1.145	1.154	1.146	1.172	1.153	0.978	120	535	0.195	30710	26831	29109	25431	0	1.023531202	0.033555083	-0.140879505	0.182528639	16
7	3290	24130	120	22370	21912	2282	85	114	250	100	100	0	30340	29523	3443	40	53	118	100	100	0	0.735	0.74	0.741	0.743	1.112	0.735	0.98	120	493	-0.443	22285	30300	21827	29483	0	0.657972826	-0.603900092	-0.67768856	0.09745512	16
8	3460	24120	100	109	194	305	80	84	34	45	22	0	77	83	43	38	40	13	81	57	0	0.744	2.533	0.919	1.13	2.968	8.678	0.37	80	390	-0.427	29	39	114	45	-50	-10000	-10000	0.023217726	0.303652804	19
9	3650	24120	120	10246	10045	1949	78	79	12	100	100	0	6923	6963	1539	38	39	6	100	100	0	1.477	1.439	1.43	1.448	1.146	1.426	0.984	120	518	0.563	10168	6885	9967	6925	0	1.321625429	0.402313351	0.378073214	0.024240137	2
10	3830	24120	130	488	490	69	82	82	13	100	100	0	520	515	94	38	39	7	100	100	0	0.842	0.855	0.836	0.859	1.187	0.848	0.951	120	533	-0.248	406	482	408	477	0	0.777149892	-0.363735211	-0.29373689	0.069998322	2
11	3980	24110	100	87	213	452	85	86	14	27	18	0	46	62	61	38	40	7	53	28	0	0.25	5.333	1.5	1.705	4.845	8.426	0.73	80	366	-2	2	8	128	24	-50	-10000	-10000	0.023217726	0.303652804	19
12	4160	24110	100	105	192	308	88	89	13	58	37	0	49	61	45	39	40	7	56	32	0	1.7	4.727	2.542	2.245	3.025	8.845	0.532	80	399	0.766	17	10	104	22	-50	-10000	-10000	0.023217726	0.303652804	19
13	4330	24100	100	103	215	375	88	89	12	55	37	0	45	60	58	39	40	6	46	27	0	2.5	6.048	3.572	2.875	4.628	6.947	0.844	80	415	1.322	15	6	127	21	-50	-10000	-10000	0.023217726	0.303652804	19
14	4510	24100	100	103	237	481	87	88	13	51	30	0	47	60	49	39	39	7	51	31	0	2	7.143	1.667	2.233	4.653	10.544	0.805	80	421	1	16	8	150	21	-50	-10000	-10000	0.023217726	0.303652804	19
15	4700	24090	130	635	648	118	86	86	12	100	100	0	470	468	48	38	39	7	100	100	0	1.271	1.307	1.29	1.284	1.194	1.358	0.933	120	540	0.346	549	432	562	430	0	1.149023631	0.200408469	0.268412584	0.068004115	2
16	4860	24090	120	153	174	104	84	84	15	98	96	0	108	106	24	39	40	9	98	98	0	1	1.343	1.041	1.115	1.613	2.721	0.509	120	472	0	69	69	90	67	0	0.966312947	-0.049437604	0.205233203	0.173082293	14
17	5040	24090	100	91	116	93	80	82	15	41	18	0	74	77	21	39	40	10	95	81	0	0.314	0.947	0.523	0.493	3.445	4.359	0.252	80	395	-1.67	11	35	36	38	-50	-10000	-10000	0.138346343	0.200386958	8
18	5210	24080	100	77	99	80	76	77	11	22	16	0	64	65	15	39	40	8	91	73	0	0.04	0.885	0.444	0.478	4.392	5.946	0.196	80	411	-4.644	1	25	23	26	-50	-10000	-10000	0.022250174	0.263970376	12
19	5400	24080	130	319	331	104	75	77	15	100	100	0	214	213	33	39	40	8	100	100	0	1.394	1.471	1.384	1.433	1.332	1.665	0.831	120	556	0.48	244	175	256	174	0	1.259586827	0.332950574	0.197414346	0.23920624	19
20	5570	24080	130	7764	7575	1107	76	79	46	100	100	0	14738	14041	2489	39	40	8	100	100	0	0.523	0.536	0.537	0.552	1.35	0.529	0.981	120	508	-0.935	7688	14699	7499	14002	0	0.468783441	-1.093006486	-1.038608816	0.109819085	20
21	5750	24070	130	14936	14975	1711	74	77	45	100	100	0	9469	9481	977	39	40	6	100	100	0	1.576	1.578	1.581	1.576	1.114	1.594	0.978	120	513	0.656	14862	9430	14901	9442	0	1.410108042	0.495805706	0.551846748	0.056041043	2
22	5910	24070	100	105	224	332	71	72	12	76	57	0	57	93	78	39	39	6	81	58	0	1.889	2.833	1.667	1.813	3.072	5.909	0.413	80	382	0.918	34	18	153	54	-50	-10000	-10000	0.023217726	0.303652804	19
23	6090	24060	100	100	193	313	67	69	12	65	52	0	51	71	52	38	39	6	71	50	0	2.538	3.818	1.898	2.04	3.928	7.273	0.579	80	413	1.344	33	13	126	33	-50	-10000	-10000	0.023217726	0.303652804	19
24	6260	24060	100	75	151	278	62	65	12	50	43	0	46	53	29	38	38	6	58	32	0	1.625	5.933	3.338	3.044	3.816	9.839	0.781	80	445	0.7	13	8	89	15	-50	-10000	-10000	0.760914528	0	1
25	2240	24320	130	207	217	51	85	85	13	100	100	0	158	160	39	37	38	7	100	99	0	1.008	1.073	1.031	1.064	1.424	1.155	0.838	120	542	0.012	122	121	132	123	0	0.973851558	-0.038226212	0.058172543	0.096398755	2
26	2420	24320	130	339	358	76	86	86	13	100	100	0	329	346	78	37	39	7	100	100	0	0.866	0.88	0.849	0.876	1.205	0.877	0.937	120	381	-0.207	253	292	272	309	0	0.812517206	-0.29952973	-0.136234915	0.163294815	2
27	2600	24320	120	146	151	38	84	85	13	100	96	0	132	134	22	38	39	7	100	100	0	0.66	0.698	0.649	0.653	1.508	0.767	0.603	120	360	-0.6	62	94	67	96	0	0.720451408	-0.473026966	-0.101796848	0.371230119	2
