1	2150	23340	120	341	429	309	332	338	89	27	17	0	748	777	345	208	215	60	95	90	0	0.017	0.17	0.232	0.734	1.299	0.121	0.044	120	613	-5.907	9	540	97	569	0	0.085163698	-3.5536176	-5.999886119	2.893831502	31
2	2320	23340	100	366	470	283	322	330	90	41	30	0	249	262	94	200	207	55	45	23	0	0.898	2.387	2.458	3.837	5.335	0.952	0.157	80	395	-0.155	44	49	148	62	-50	-10000	-10000	0.153297305	0.7312735	33
3	2500	23340	100	374	421	180	350	350	85	33	17	0	252	259	75	200	206	55	48	22	0	0.462	1.203	1.934	3.473	4.074	0.52	0.08	80	432	-1.115	24	52	71	59	-50	-10000	-10000	-10000	-10000	-10000
4	2670	23340	100	397	501	302	353	352	82	33	26	0	235	275	127	207	214	55	38	21	0	1.571	2.176	2.423	4.207	6.105	1.605	0.2	80	432	0.652	44	28	148	68	-50	-10000	-10000	0.153297305	0.7312735	33
5	2840	23340	100	394	494	305	344	348	86	42	23	0	282	298	81	212	218	55	61	31	0	0.714	1.744	1.71	4.056	6.973	1.029	0.175	80	425	-0.485	50	70	150	86	-50	-10000	-10000	-0.336446562	0.813784174	4
6	3040	23340	120	2739	2765	1033	346	351	96	100	98	0	3034	3009	1204	216	223	74	99	97	0	0.849	0.866	0.867	1	1.155	0.838	0.936	120	518	-0.236	2393	2818	2419	2793	0	1.203659026	0.267426762	0.389185601	0.156986248	15
7	3210	23340	120	709	757	272	336	349	87	92	84	0	541	558	157	210	217	60	98	95	0	1.127	1.21	1.105	1.36	0.973	1.02	0.574	120	483	0.172	373	331	421	348	0	1.582184458	0.661917806	0.601589649	0.301059166	14
8	3370	23340	100	411	621	546	336	340	79	48	33	0	242	310	190	209	216	59	33	25	0	2.273	2.822	2.289	5.581	10.984	1.868	0.489	80	390	1.184	75	33	285	101	-50	-10000	-10000	0.153297305	0.7312735	33
9	3560	23340	130	537	623	327	344	348	90	77	53	0	2226	2339	1179	209	218	55	100	100	0	0.096	0.131	0.108	0.213	0.33	0.085	0.204	120	598	-3.386	193	2017	279	2130	0	0.151086199	-2.72655621	-2.652501747	0.074054463	2
10	3740	23340	110	2445	2452	486	340	347	92	100	100	0	1305	1305	277	214	224	57	100	100	0	1.929	1.936	1.964	1.983	0.39	1.829	0.914	80	450	0.948	2105	1091	2112	1091	0	2.701092449	1.433543019	0.494892624	0.938650395	2
11	3890	23340	100	411	515	322	334	348	99	43	22	0	217	240	100	210	216	58	26	12	0	11	6.033	1.943	5.122	8.957	1.621	0.337	80	400	3.459	77	7	181	30	-50	-10000	-10000	0.153297305	0.7312735	33
12	4070	23340	100	410	558	389	334	342	100	45	27	0	243	273	120	208	213	54	41	26	0	2.171	3.446	2.857	4.204	4.709	1.547	0.323	80	428	1.119	76	35	224	65	-50	-10000	-10000	0.153297305	0.7312735	33
13	4240	23340	100	383	559	472	326	333	84	42	30	0	223	275	163	212	216	51	35	22	0	5.182	3.698	2.033	6.623	15.278	1.778	0.437	80	433	2.373	57	11	233	63	-50	-10000	-10000	0.153297305	0.7312735	33
14	4420	23340	100	365	439	204	319	331	83	37	26	0	235	258	94	212	218	54	32	16	0	2	2.609	1.903	3.35	4.392	0.953	0.241	80	428	1	46	23	120	46	-50	-10000	-10000	0.153297305	0.7312735	33
15	4590	23340	100	389	439	187	331	341	90	38	17	0	273	272	71	217	223	59	46	20	0	1.036	1.964	1.78	3.735	5.772	0.402	0.047	80	428	0.051	58	56	108	55	-50	-10000	-10000	-10000	-10000	-10000
16	4770	23340	100	401	525	415	356	368	98	38	23	0	257	291	150	223	228	59	40	18	0	1.324	2.485	2.451	5.864	11.754	1.512	0.314	80	444	0.404	45	34	169	68	-50	-10000	-10000	-0.370389178	0	1
