1	640	592	189	86	451	506	null	null	59	64	1.147	256	1113	1.071	.962	56	74	37	55	0	502	73	429	.952	1.051	-.071
2	585	501	187	89	398	412	null	null	61	65	1.053	256	1029	.987	.948	55	73	61	79	0	425	76	350	.878	1.139	-.187
3	1762	1562	187	90	1575	1472	null	null	64	73	.959	256	1035	.899	.974	55	73	85	103	0	1325	76	1249	.793	1.261	-.335
4	573	512	188	91	385	421	null	null	62	66	1.093	256	1033	1.042	.955	55	73	109	127	0	434	77	357	.928	1.078	-.108
5	2929	2368	187	90	2742	2278	null	null	64	72	.828	256	1043	.781	.968	55	73	133	151	0	2009	76	1933	.705	1.419	-.505
6	452	371	183	91	269	280	null	null	61	65	1.027	256	1058	.996	.938	55	73	157	175	0	315	77	238	.883	1.132	-.179
7	566	425	181	90	385	335	null	null	62	69	.866	256	1050	.83	.945	55	73	181	199	0	361	76	284	.738	1.355	-.438
8	959	1162	180	90	779	1072	null	null	63	70	1.365	256	1058	1.317	.964	55	73	205	223	0	986	76	909	1.168	.857	.223
9	696	587	176	88	520	499	null	null	64	72	.945	256	1078	.9	.941	55	73	229	247	0	498	75	423	.814	1.228	-.297
10	427	462	174	85	253	377	null	null	65	72	1.519	256	1084	1.236	.873	55	73	253	271	0	392	72	320	1.264	.791	.338
11	530	341	174	86	356	255	null	null	61	71	.742	256	1084	.64	.916	55	73	277	295	0	289	73	216	.608	1.646	-.719
12	300	252	172	86	128	166	null	null	60	66	1.078	256	1084	.914	.88	55	73	301	319	0	214	73	141	1.1	.909	.138
13	883	1022	170	87	713	935	null	null	65	75	1.299	256	1041	1.234	.971	55	73	325	343	0	867	74	793	1.113	.899	.154
14	274	192	170	88	104	104	null	null	50	60	1.015	256	1120	.865	.847	52	70	347	365	0	163	75	88	.848	1.179	-.237
15	959	1342	171	90	788	1252	null	null	63	71	1.615	256	1172	1.531	.977	52	70	373	391	0	1139	76	1062	1.348	.742	.431
16	1481	1687	170	89	1311	1598	null	null	66	72	1.226	256	1135	1.183	.976	52	70	397	415	0	1431	76	1356	1.034	.967	.048
17	2061	1102	169	89	1892	1013	null	null	64	72	.569	256	1228	.496	.964	52	70	421	439	0	935	76	859	.454	2.201	-1.138
18	614	457	188	87	426	370	null	null	63	70	.862	256	1096	.822	.95	77	95	37	55	0	388	74	314	.737	1.357	-.44
19	1137	955	186	88	951	867	null	null	61	68	.933	256	994	.869	.965	77	95	61	79	0	810	75	736	.773	1.293	-.371
20	362	249	188	90	174	159	null	null	58	65	.878	256	998	.784	.879	77	95	85	103	0	211	76	135	.775	1.29	-.367
21	500	363	188	91	312	272	null	null	63	68	1.278	256	997	.132	.557	77	95	109	127	0	308	77	231	.74	1.352	-.435
22	559	561	184	90	375	471	null	null	62	68	1.21	256	996	1.18	.946	77	95	133	151	0	476	76	400	1.066	.938	.092
23	297	213	181	89	116	124	null	null	59	66	1.059	256	997	.895	.819	79	97	157	175	0	181	76	105	.907	1.103	-.141
24	1363	1378	181	91	1182	1287	null	null	68	75	1.095	256	972	1.045	.971	79	97	181	199	0	1169	77	1092	.924	1.083	-.114
25	372	330	181	94	191	236	null	null	58	65	1.239	256	960	1.181	.938	79	97	205	223	0	280	80	200	1.048	.954	.068
26	1018	1126	181	92	837	1034	null	null	61	71	1.229	256	988	1.189	.976	79	97	229	247	0	955	78	877	1.048	.954	.068
27	352	346	176	90	176	256	null	null	59	66	1.448	256	1000	1.337	.933	79	97	253	271	0	294	76	217	1.234	.81	.303
28	553	463	172	85	381	378	null	null	63	69	1	256	1000	.883	.948	79	97	277	295	0	393	72	321	.842	1.188	-.249
29	208	140	165	80	43	60	null	null	36	54	1.086	256	1000	.574	.822	79	97	301	319	0	119	68	51	1.184	.845	.243
30	222	160	161	79	61	81	null	null	48	60	1.043	256	1007	.611	.754	79	97	325	343	0	136	67	69	1.127	.888	.172
31	292	276	164	83	128	193	null	null	57	62	1.223	256	1043	1.014	.875	79	97	349	367	0	234	70	164	1.279	.782	.355
