1	0	428	173	468	213	428	348	-0.416	null
2	1	445	142	484	238	445	365	-0.673	-0.673
3	0	710	174	675	297	710	577	-0.642	null
4	1	877	144	756	183	877	673	-0.366	-0.366
5	0	667	236	798	295	667	692	0.098	null
6	0	389	156	812	466	389	654	0.221	null
7	1	1442	147	1177	303	1442	1167	-0.452	-0.452
8	1	1238	149	1233	314	1238	1208	-0.144	-0.144
9	0	304	160	745	407	304	567	0.704	null
10	0	300	181	798	463	300	613	0.873	null
11	0	266	164	584	238	266	415	1.078	null
12	0	224	148	524	281	224	353	0.598	null
13	1	1466	174	1266	318	1466	1267	-0.323	-0.323
14	1	825	204	1539	401	825	1477	0.933	0.933
15	0	530	160	765	364	530	639	-0.087	null
16	0	243	153	674	278	243	484	1.459	null
17	0	263	158	737	334	263	545	1.349	null
18	0	307	147	602	302	307	441	0.374	null
19	0	271	116	509	241	271	354	0.189	null
20	0	401	220	575	275	401	439	0.247	null
21	0	385	174	527	276	385	393	-0.242	null
22	0	351	172	461	276	351	330	-0.671	null
23	1	711	150	1460	237	711	1369	1.179	1.179
24	1	706	186	1363	213	706	1267	1.183	1.183
25	0	702	196	605	216	702	509	-0.523	null
26	0	498	181	677	227	498	550	0.294	null
27	1	1084	208	723	203	1084	656	-0.752	-0.752
28	1	722	219	634	182	722	539	-0.269	-0.269
29	1	271	214	951	361	271	740	2.661	2.661
30	1	254	201	991	408	254	768	2.702	2.702
31	1	332	148	972	276	332	785	1.684	1.684
32	1	458	142	1205	299	458	1049	1.448	1.448
33	0	557	155	846	279	557	722	0.382	null
34	0	588	159	814	367	588	696	-0.09	null
35	1	922	145	1658	300	922	1625	0.912	0.912
36	1	979	139	1469	241	979	1430	0.652	0.652
37	1	1103	128	1013	363	1103	958	-0.54	-0.54
38	1	779	134	1081	426	779	989	0.012	0.012
39	1	1007	120	1311	377	1007	1264	0.153	0.153
40	1	1063	138	987	367	1063	927	-0.545	-0.545
41	0	345	171	505	304	345	366	-0.481	null
42	0	527	144	597	286	527	480	-0.552	null
43	1	326	128	489	234	326	349	-0.147	-0.147
44	0	296	126	507	258	296	358	-0.041	null
45	0	832	126	701	296	832	614	-0.874	null
46	1	602	176	606	271	602	499	-0.558	-0.558
47	0	547	292	644	222	547	527	0.452	null
48	0	495	195	611	249	495	488	-0.002	null
49	0	368	177	385	218	368	269	-0.933	null
50	0	475	195	337	212	475	241	-1.852	null
51	0	401	235	502	158	401	374	0.59	null
52	0	366	232	473	226	366	343	0.163	null
53	1	849	208	614	287	849	531	-1.102	-1.102
54	0	401	149	970	450	401	806	0.815	null
55	1	726	178	781	327	726	682	-0.369	-0.369
56	0	767	196	1008	295	767	913	0.305	null
57	0	314	189	858	397	314	673	1.425	null
58	1	196	150	729	381	196	510	1.746	1.746
59	0	658	186	836	248	658	728	0.24	null
60	1	678	159	806	241	678	701	0.055	0.055
61	0	408	190	742	444	408	593	0.035	null
62	1	240	109	1019	581	240	786	1.282	1.282
63	0	485	108	847	442	485	709	-0.094	null
64	1	617	120	851	306	617	736	0.051	0.051
65	0	349	195	605	295	349	455	0.474	null
66	0	229	153	677	334	229	481	1.315	null
67	0	438	108	478	200	438	359	-0.562	null
68	0	451	138	548	238	451	424	-0.314	null
69	0	556	136	804	208	556	681	0.408	null
70	0	495	122	663	278	495	537	-0.165	null
71	0	676	220	688	288	676	586	-0.349	null
72	0	441	196	422	151	441	310	-0.263	null
73	0	653	302	828	218	653	719	0.67	null
74	0	548	161	653	243	548	536	-0.106	null
75	0	481	172	546	192	481	426	-0.075	null
76	0	293	208	349	162	293	228	-0.041	null
77	0	579	186	644	285	579	532	-0.345	null
78	1	346	133	1008	407	346	824	1.261	1.261
79	1	802	195	1068	544	802	979	-0.266	-0.266
80	0	484	185	743	273	484	610	0.437	null
81	0	397	169	717	406	397	568	0.061	null
82	1	366	107	977	376	366	802	1.021	1.021
83	0	1454	164	1219	312	1454	1214	-0.39	null
84	1	1011	171	736	235	1011	664	-0.756	-0.756
85	0	685	179	1023	360	685	916	0.345	null
86	1	783	139	1396	640	783	1317	0.241	0.241
87	0	422	143	1119	636	422	955	0.567	null
88	0	486	157	623	338	486	498	-0.516	null
89	0	362	167	590	265	362	444	0.312	null
90	0	291	249	506	213	291	356	1.451	null
91	0	374	213	508	200	374	374	0.417	null
92	0	435	168	641	282	435	506	0.124	null
93	0	469	162	507	258	469	389	-0.667	null
94	0	408	141	501	239	408	374	-0.418	null
95	0	588	169	670	215	588	558	-0.032	null
96	0	693	206	720	231	693	619	-0.1	null
97	0	669	238	813	222	669	707	0.362	null
98	1	597	203	517	181	597	415	-0.458	-0.458
99	0	445	135	396	267	445	288	-1.884	null
100	0	418	225	462	226	418	341	-0.266	null
101	1	1027	180	961	292	1027	896	-0.31	-0.31
102	0	584	131	872	416	584	752	-0.125	null
103	1	791	208	1104	473	791	1015	0.083	0.083
104	1	701	148	841	354	701	738	-0.266	-0.266
105	1	669	143	910	386	669	802	-0.084	-0.084
106	1	781	173	1278	485	781	1193	0.392	0.392
107	1	829	186	901	333	829	813	-0.211	-0.211
108	0	423	152	822	282	423	672	0.788	null
109	1	712	114	941	464	712	838	-0.399	-0.399
110	0	372	145	1234	752	372	1049	0.815	null
111	0	227	145	719	363	227	516	1.327	null
112	0	289	190	604	311	289	438	0.77	null
113	0	417	151	679	241	417	537	0.463	null
114	0	263	160	595	306	263	423	0.709	null
115	1	748	202	757	268	748	661	-0.244	-0.244
116	0	674	157	608	264	674	509	-0.753	null
117	0	303	134	433	238	303	298	-0.515	null
118	0	379	162	395	233	379	279	-1.108	null
119	0	303	206	548	250	303	394	0.822	null
120	0	369	183	457	268	369	330	-0.663	null
121	0	725	258	689	253	725	592	-0.236	null
122	0	630	142	741	271	630	631	-0.167	null
123	0	625	170	739	283	625	629	-0.13	null
124	0	819	286	647	225	819	561	-0.454	null
125	1	778	176	723	241	778	631	-0.39	-0.39
126	0	369	168	708	333	369	552	0.531	null
127	1	1462	185	1167	409	1462	1158	-0.656	-0.656
128	1	1519	178	1031	418	1519	1013	-1.052	-1.052
129	1	715	172	924	337	715	822	0.059	0.059
130	0	690	199	996	364	690	890	0.306	null
131	1	3167	230	2606	375	3167	2964	-0.134	-0.134
132	1	1112	125	1158	293	1112	1113	-0.108	-0.108
133	0	315	168	909	431	315	720	1.312	null
134	1	279	150	1254	612	279	1025	1.974	1.974
135	1	3929	216	2747	629	3929	3190	-0.534	-0.534
136	1	1083	148	1036	354	1083	980	-0.409	-0.409
137	0	596	185	812	265	596	695	0.295	null
138	0	695	180	782	286	695	680	-0.147	null
139	0	518	165	669	321	518	546	-0.265	null
140	0	601	137	517	240	601	415	-0.979	null
141	0	569	138	728	269	569	610	-0.052	null
142	0	497	168	595	164	497	474	0.176	null
143	1	1113	123	1015	182	1113	961	-0.171	-0.171
144	1	834	170	1166	188	834	1085	0.607	0.607
145	0	434	192	500	217	434	378	-0.172	null
146	0	452	198	487	266	452	369	-0.669	null
147	0	567	157	616	298	567	504	-0.598	null
148	0	468	220	513	210	468	394	-0.081	null
149	0	372	196	443	229	372	318	-0.367	null
150	0	374	217	552	278	374	413	0.22	null
151	0	408	149	649	357	408	508	-0.195	null
152	0	236	127	598	276	236	418	0.875	null
153	0	397	210	808	344	397	652	0.982	null
154	0	298	212	673	229	298	501	1.727	null
155	0	472	155	599	339	472	474	-0.629	null
156	1	834	145	629	396	834	544	-1.751	-1.751
157	1	809	133	1121	481	809	1035	-0.086	-0.086
158	1	1090	117	1553	708	1090	1539	-0.126	-0.126
159	1	1466	132	1681	736	1466	1732	-0.371	-0.371
160	1	1161	125	914	336	1161	859	-0.804	-0.804
161	0	484	148	691	356	484	561	-0.269	null
162	1	655	212	733	229	655	627	0.068	0.068
163	0	568	160	619	218	568	507	-0.207	null
164	0	462	142	511	203	462	392	-0.352	null
165	1	613	154	797	196	613	683	0.311	0.311
166	0	467	207	526	125	467	406	0.343	null
167	1	921	193	846	198	921	767	-0.163	-0.163
168	1	621	220	875	242	621	760	0.565	0.565
169	0	566	143	683	200	566	567	0.055	null
170	0	771	184	741	229	771	648	-0.261	null
171	0	583	177	491	236	583	389	-0.955	null
172	1	516	248	663	202	516	540	0.539	0.539
173	0	572	188	648	236	572	534	-0.088	null
174	0	514	152	697	188	514	572	0.334	null
175	0	477	175	673	350	477	543	-0.202	null
176	0	411	254	713	367	411	567	0.658	null
177	1	883	160	1122	401	883	1047	0.015	0.015
178	1	630	141	818	224	630	706	0.211	0.211
179	1	1336	141	951	269	1336	913	-0.733	-0.733
180	1	1679	161	1171	276	1679	1179	-0.627	-0.627
181	0	788	197	831	323	788	738	-0.282	null
182	0	875	143	1416	651	875	1355	0.092	null
183	1	988	214	1673	564	988	1654	0.601	0.601
184	1	606	128	923	325	606	805	0.251	0.251
185	1	1153	119	1025	323	1153	976	-0.497	-0.497
186	1	847	134	894	256	847	808	-0.16	-0.16
187	1	1534	226	1450	264	1534	1479	0.007	0.007
188	1	1284	152	1250	242	1284	1232	-0.051	-0.051
189	0	425	150	484	235	425	362	-0.541	null
190	0	452	157	550	152	452	425	0.177	null
191	1	1841	170	1870	181	1841	1985	0.215	0.215
192	0	1876	232	1619	243	1876	1700	-0.075	null
193	0	586	143	651	191	586	539	-0.083	null
194	0	518	151	681	272	518	558	-0.044	null
195	1	584	186	679	203	584	566	0.106	0.106
196	0	650	247	778	302	650	670	0.091	null
197	1	613	176	685	182	613	575	0.081	0.081
198	0	545	237	646	199	545	529	0.318	null
199	1	998	208	997	336	998	931	-0.238	-0.238
200	0	818	197	911	408	818	822	-0.361	null
201	0	506	207	846	338	506	712	0.566	null
202	0	646	145	875	338	646	764	0.017	null
203	1	3104	106	2593	273	3104	2943	-0.103	-0.103
204	1	4222	249	2472	343	4222	2863	-0.618	-0.618
205	0	1042	234	884	353	1042	818	-0.614	null
206	0	613	156	1020	486	613	901	0.123	null
207	1	3058	225	1599	574	3058	1746	-1.265	-1.265
208	1	786	166	1000	328	786	908	0.104	0.104
209	1	769	158	565	273	769	477	-1.23	-1.23
210	1	584	161	772	227	584	655	0.254	0.254
211	1	1176	174	602	226	1176	540	-1.442	-1.442
212	1	1029	199	761	299	1029	691	-0.87	-0.87
213	1	927	188	635	228	927	557	-0.924	-0.924
214	1	1140	197	511	222	1140	448	-1.787	-1.787
215	1	1393	185	1098	176	1393	1076	-0.277	-0.277
216	1	1670	227	1137	283	1670	1141	-0.633	-0.633
217	0	798	232	716	197	798	626	-0.193	null
218	1	919	157	732	206	919	653	-0.553	-0.553
219	0	429	185	525	211	429	399	0	null
220	0	449	180	595	296	449	466	-0.197	null
221	0	452	102	556	172	452	431	-0.091	null
222	1	571	197	631	253	571	518	-0.198	-0.198
223	0	645	159	819	345	645	709	-0.148	null
224	0	707	270	966	487	707	863	0.001	null
225	0	262	193	813	447	262	612	1.529	null
226	0	277	171	621	295	277	450	0.925	null
227	0	551	130	595	231	551	482	-0.406	null
228	0	462	187	627	291	462	498	-0.024	null
229	0	642	173	949	235	642	836	0.561	null
230	1	941	159	1556	384	941	1517	0.674	0.674
231	1	1215	136	1259	533	1215	1234	-0.5	-0.5
232	1	774	191	934	416	774	840	-0.233	-0.233
233	1	1232	217	821	280	1232	768	-0.882	-0.882
234	0	579	206	669	236	579	555	0.03	null
235	1	3889	180	2531	276	3889	2918	-0.437	-0.437
236	1	1412	151	1559	240	1412	1588	0.22	0.22
237	1	603	124	516	222	603	414	-0.919	-0.919
238	1	917	189	693	234	917	614	-0.711	-0.711
239	1	2366	186	1142	190	2366	1187	-1.021	-1.021
240	1	3129	179	1368	271	3129	1478	-1.217	-1.217
241	0	608	180	728	194	608	616	0.206	null
242	0	502	152	620	165	502	498	0.19	null
243	0	579	211	592	165	579	483	0.024	null
244	1	874	232	728	244	874	645	-0.466	-0.466
245	0	464	158	585	203	464	459	0.064	null
246	0	506	194	584	308	506	465	-0.507	null
247	1	479	148	667	328	479	538	-0.231	-0.231
248	0	665	222	908	420	665	799	0.015	null
249	1	650	174	1136	477	650	1024	0.413	0.413
250	1	973	148	815	385	973	741	-0.977	-0.977
251	0	1015	210	1226	190	1015	1174	0.443	null
252	1	867	222	1202	247	867	1128	0.608	0.608
