1	0	481	151	151	164	481	299	0.148	null
2	0	433	129	159	126	433	316	-1.344	null
3	0	463	133	188	113	463	366	-0.767	null
4	0	333	133	233	109	333	458	0.68	null
5	0	379	145	134	111	379	274	-1.098	null
6	0	295	100	147	126	295	305	-0.789	null
7	1	953	132	287	132	953	535	-1.353	-1.353
8	0	426	129	254	120	426	486	0.059	null
9	0	272	127	278	121	272	548	1.522	null
10	0	409	151	205	111	409	401	-0.077	null
11	0	349	157	306	104	349	587	1.287	null
12	0	336	135	225	130	336	444	0.411	null
13	0	1060	196	430	111	1060	807	-0.426	null
14	0	862	160	431	137	862	805	-0.237	null
15	0	486	154	195	120	486	377	-0.779	null
16	0	630	191	241	138	630	454	-0.913	null
17	0	377	142	149	101	377	302	-0.503	null
18	0	333	140	204	119	333	406	0.39	null
19	0	323	163	153	136	323	314	-0.533	null
20	0	329	95	283	121	329	548	0.689	null
21	0	335	147	115	123	335	242	0.148	null
22	0	356	136	184	107	356	368	0.041	null
23	0	372	149	343	158	372	651	0.93	null
24	0	348	131	393	162	348	744	1.249	null
25	0	414	229	323	103	414	612	1.452	null
26	0	512	179	232	96	512	442	-0.114	null
27	0	680	141	460	129	680	858	0.323	null
28	1	937	136	583	90	937	1101	0.317	0.317
29	0	285	105	325	122	285	629	1.404	null
30	0	234	115	307	99	234	608	2.176	null
31	0	313	100	225	97	313	447	0.595	null
32	1	231	110	376	103	231	732	2.435	2.435
33	0	330	166	147	107	330	302	0.087	null
34	0	424	154	248	104	424	476	0.306	null
35	0	625	170	449	110	625	837	0.612	null
36	1	836	135	962	152	836	1860	1.245	1.245
37	0	1057	192	535	145	1057	1012	-0.136	null
38	1	911	177	375	110	911	700	-0.448	-0.448
39	0	500	161	291	92	500	550	0.345	null
40	1	1056	153	923	141	1056	1811	0.844	0.844
41	0	387	139	182	138	387	361	-0.686	null
42	0	446	157	265	102	446	505	0.344	null
43	0	386	168	113	119	386	235	0.148	null
44	0	391	162	202	134	391	397	-0.151	null
45	0	524	145	190	113	524	366	-0.995	null
46	1	639	171	283	116	639	531	-0.39	-0.39
47	0	455	143	107	105	455	220	-3.516	null
48	0	366	148	269	100	366	519	0.861	null
49	0	345	141	133	98	345	275	-0.474	null
50	0	307	120	115	136	307	244	0.148	null
51	0	459	175	206	164	459	398	-1.002	null
52	0	387	176	191	136	387	378	-0.168	null
53	0	479	197	169	119	479	331	-0.838	null
54	0	415	128	285	101	415	543	0.508	null
55	0	670	211	339	102	670	633	0.112	null
56	1	897	177	790	103	897	1514	0.96	0.96
57	0	470	215	157	145	470	310	-1.788	null
58	0	344	184	138	114	344	284	-0.268	null
59	0	484	162	181	118	484	352	-0.891	null
60	0	548	158	293	114	548	551	-0.014	null
61	0	511	296	218	141	511	417	0.087	null
62	0	387	157	207	125	387	406	0.011	null
63	0	333	121	203	102	333	405	0.366	null
64	0	786	179	322	152	786	601	-0.766	null
65	0	310	143	175	82	310	356	0.758	null
66	0	329	162	214	114	329	425	0.823	null
67	1	1022	273	340	130	1022	634	-0.8	-0.8
68	0	502	204	346	109	502	650	0.778	null
69	0	432	215	317	118	432	600	1.064	null
70	0	553	136	317	130	553	595	-0.06	null
71	0	603	140	154	121	603	298	-2.199	null
72	1	853	169	517	109	853	969	0.266	0.266
73	1	493	146	280	129	493	530	-0.049	-0.049
74	0	609	154	355	115	609	663	0.142	null
75	0	389	147	117	131	389	242	0.148	null
76	0	254	154	268	106	254	534	2.276	null
77	0	537	150	255	117	537	483	-0.34	null
78	0	526	126	291	133	526	549	-0.218	null
79	0	798	176	327	104	798	610	-0.435	null
80	0	633	133	352	97	633	657	0.08	null
81	0	369	147	192	106	369	381	0.125	null
82	1	455	160	282	100	455	535	0.45	0.45
83	0	901	159	323	111	901	602	-0.772	null
84	1	1618	190	556	127	1618	1084	-0.694	-0.694
85	0	788	278	516	126	788	965	0.633	null
86	1	1327	138	734	147	1327	1440	0.032	0.032
87	0	306	121	144	92	306	299	0.054	null
88	0	445	133	219	138	445	423	-0.585	null
89	0	430	193	165	181	430	327	0.148	null
90	0	449	154	172	106	449	339	-0.677	null
91	0	539	217	224	116	539	426	-0.331	null
92	0	530	121	218	116	530	416	-0.807	null
93	0	456	181	200	132	456	388	-0.513	null
94	0	391	190	303	126	391	577	1.055	null
95	0	553	170	224	147	553	426	-1.014	null
96	0	579	204	324	111	579	607	0.279	null
97	0	575	215	461	99	575	860	1.058	null
98	0	588	132	496	151	588	925	0.632	null
99	0	436	143	223	127	436	430	-0.292	null
100	0	316	149	169	89	316	344	0.627	null
101	0	563	123	294	106	563	553	-0.136	null
102	0	506	137	326	173	506	613	-0.132	null
103	0	633	168	201	127	633	382	-1.403	null
104	0	585	121	424	117	585	791	0.446	null
105	0	563	150	294	100	563	553	0.004	null
106	1	470	155	418	114	470	782	1.026	1.026
107	0	539	159	335	111	539	628	0.326	null
108	1	1052	172	620	113	1052	1182	0.227	0.227
109	0	314	129	262	127	314	513	0.912	null
110	0	611	175	167	107	611	321	-1.516	null
111	0	622	202	143	124	622	278	-2.466	null
112	0	415	204	196	99	415	384	0.337	null
113	0	404	163	102	102	404	213	0.148	null
114	0	372	143	190	101	372	377	0.097	null
115	0	630	185	179	93	630	342	-1.155	null
116	0	586	191	277	123	586	521	-0.231	null
117	0	399	151	194	118	399	382	-0.207	null
118	0	396	166	239	110	396	462	0.464	null
119	0	374	145	159	142	374	321	-1.292	null
120	0	307	142	188	137	307	380	0.273	null
121	0	504	168	196	143	504	378	-1.136	null
122	1	843	208	496	132	843	928	0.212	0.212
123	0	497	185	287	125	497	542	0.212	null
124	1	830	174	474	91	830	886	0.236	0.236
125	0	557	158	234	126	557	444	-0.696	null
126	1	695	171	433	108	695	807	0.34	0.34
127	0	704	131	373	114	704	696	-0.106	null
128	1	1130	138	865	119	1130	1698	0.644	0.644
129	1	979	218	455	124	979	853	-0.188	-0.188
130	1	723	186	647	118	723	1215	0.99	0.99
131	1	1377	221	917	127	1377	1839	0.522	0.522
132	1	2065	144	1433	104	2065	3107	0.628	0.628
133	0	695	161	538	169	695	1005	0.488	null
134	0	496	171	262	119	496	497	-0.012	null
135	1	1542	184	485	122	1542	933	-0.876	-0.876
136	1	2910	212	830	118	2910	1766	-0.787	-0.787
137	0	538	163	279	90	538	526	0.12	null
138	0	479	135	364	90	479	683	0.75	null
139	0	485	165	256	100	485	487	0.123	null
140	0	362	187	197	95	362	391	0.749	null
141	0	506	171	244	123	506	464	-0.266	null
142	0	557	152	326	137	557	611	0	null
143	1	1192	157	451	112	1192	851	-0.597	-0.597
144	1	757	181	696	104	757	1313	1.053	1.053
145	0	389	158	230	141	389	447	0.08	null
146	0	444	170	296	138	444	561	0.394	null
147	0	369	156	165	128	369	332	-0.518	null
148	0	510	156	215	121	510	411	-0.654	null
149	0	337	129	205	124	337	408	0.198	null
150	0	441	164	387	118	441	727	1.06	null
151	0	461	203	302	142	461	571	0.51	null
152	0	335	162	159	91	335	324	0.416	null
153	0	347	157	120	87	347	250	-0.374	null
154	0	399	158	183	128	399	362	-0.438	null
155	0	425	215	310	125	425	588	1.03	null
