1	283	197	129	94	154	103	284	196	132	97	155	102	0	0	36	58	22	33	100	85	100	70	257	257	1.495	.669	.658	.564	.702	2.174	80	593	.755	.68	110	1690	24840	58	69	99	110	0	231	110	121	.784	230	120	1.276	.771	-.351	-.375
2	271	191	131	95	140	96	272	187	136	101	141	92	0	0	38	54	26	37	100	83	98	63	236	233	1.458	.686	.652	.602	.626	2	80	615	.763	.64	110	1900	24840	58	69	120	131	0	224	111	113	.804	219	108	1.244	.765	-.315	-.387
3	350	260	135	101	215	159	347	260	140	105	212	159	0	0	68	79	27	39	100	95	100	81	374	371	1.352	.74	.75	.673	.729	1.77	80	607	.799	.76	110	2110	24840	58	69	141	152	0	305	118	186	.867	305	186	1.154	.879	-.206	-.186
4	452	386	139	107	313	279	429	390	140	108	290	283	0	0	106	140	20	37	100	96	100	91	592	573	1.122	.891	.976	.812	.913	1.773	120	710	.988	.87	120	2330	24830	57	69	163	175	0	452	125	327	1.045	457	332	.957	1.144	.063	.194
5	332	240	155	121	177	119	331	234	157	125	176	113	0	0	35	57	25	41	100	92	100	73	296	289	1.487	.672	.642	.585	.68	1.996	80	491	.743	.65	100	2530	24830	58	68	184	194	0	281	142	139	.788	274	132	1.269	.752	-.344	-.41
6	362	422	177	133	185	289	366	428	181	141	189	295	0	0	39	97	33	53	100	100	100	98	474	484	.64	1.562	1.561	1.504	1.542	1.434	80	602	1.751	.85	110	2730	24820	56	67	203	214	0	495	156	339	1.831	502	346	.546	1.829	.873	.871
7	294	205	180	142	114	63	294	201	184	146	114	59	0	0	54	65	30	46	96	61	81	27	177	173	1.81	.553	.518	.619	.756	2.521	80	524	1.026	.44	100	2980	24830	58	68	229	239	0	240	166	74	.648	236	69	1.544	.607	-.627	-.721
8	481	458	172	138	309	320	505	447	174	136	333	309	0	0	149	168	23	42	96	96	93	87	629	642	.966	1.036	.928	1.034	1.089	2.429	32	230	1.108	.87	70	3140	24830	59	66	246	253	0	537	162	375	1.214	524	362	.824	1.088	.279	.121
9	299	199	161	123	138	76	299	203	164	128	138	80	0	0	40	44	32	43	100	80	95	41	214	218	1.816	.551	.58	.534	.586	1.972	80	524	.635	.57	100	3380	24820	57	67	269	279	0	233	144	89	.645	238	94	1.549	.679	-.632	-.558
10	691	562	166	129	525	433	719	583	167	131	553	454	0	0	134	146	24	43	100	100	100	99	958	1007	1.212	.825	.821	.8	.832	1.482	120	664	.845	.91	120	3580	24820	56	68	288	300	0	659	151	507	.967	683	532	1.035	.962	-.049	-.056
11	289	197	165	129	124	68	289	195	170	133	124	66	0	0	23	56	36	47	100	63	100	28	192	190	1.824	.548	.532	.555	.631	2.072	52	406	.705	.45	90	3780	24810	56	65	309	318	0	231	151	80	.643	229	77	1.556	.624	-.638	-.681
12	373	268	180	141	193	127	374	273	183	143	194	132	0	0	32	60	28	47	100	87	100	72	320	326	1.52	.658	.68	.584	.667	1.908	80	614	.754	.66	110	4000	24810	55	66	330	341	0	314	165	149	.771	320	155	1.297	.797	-.375	-.327
13	459	393	180	142	279	251	417	394	179	140	237	252	0	0	210	193	22	44	88	88	86	69	530	489	1.112	.9	1.063	.79	.7	3.077	52	340	.912	.81	80	4190	24840	60	68	351	359	0	461	166	294	1.054	462	295	.948	1.246	.076	.318
14	318	206	186	142	132	64	323	204	187	147	137	62	0	0	37	61	23	46	98	60	97	29	196	199	2.063	.485	.453	.46	.585	2.657	120	703	.725	.44	120	4420	24820	56	68	372	384	0	241	166	75	.568	239	73	1.76	.53	-.815	-.915
15	318	206	178	135	140	71	318	198	180	138	140	63	0	0	37	48	26	41	100	72	97	41	211	203	1.972	.507	.45	.475	.5	2.178	80	530	.561	.46	100	4620	24820	57	67	393	403	0	241	158	83	.594	232	74	1.682	.527	-.751	-.923
16	572	471	200	145	372	326	525	401	204	155	325	256	0	0	264	232	31	56	100	96	93	71	698	581	1.141	.876	.788	.796	.738	2.355	32	176	.868	.86	60	4840	24840	61	67	417	423	0	552	170	382	1.027	470	300	.974	.923	.039	-.115
17	383	312	186	140	197	172	380	305	189	144	194	165	0	0	30	70	34	48	100	98	100	88	369	359	1.145	.873	.851	.807	.894	1.631	80	653	1.008	.75	110	5040	24810	55	66	434	445	0	366	164	202	1.023	357	193	.977	.997	.033	-.005
18	425	321	192	139	233	182	354	282	192	143	162	143	0	0	169	152	27	46	98	82	94	57	415	305	1.28	.781	.883	.741	.789	2.506	52	340	.815	.74	80	5280	24810	57	65	460	468	0	376	163	213	.915	331	168	1.092	1.035	-.127	.049
19	377	242	202	150	175	92	370	245	203	154	168	95	0	0	44	63	27	48	100	73	100	50	267	263	1.902	.526	.565	.464	.598	2.444	80	585	.666	.59	110	5480	24820	56	67	478	489	0	284	176	108	.616	287	111	1.623	.663	-.699	-.593
20	1146	669	192	144	954	525	584	441	193	147	392	297	0	0	1386	624	25	44	100	99	100	94	1479	689	1.817	.55	.758	.635	.636	1.784	120	699	.429	.84	120	5680	24820	56	68	498	510	0	784	169	615	.645	517	348	1.55	.888	-.633	-.171
21	246	180	139	109	107	71	266	178	149	117	127	69	0	0	64	70	40	49	81	60	74	36	178	196	1.507	.664	.543	.678	.701	2.77	156	991	.936	.63	150	1680	25040	76	91	96	111	0	211	128	83	.778	209	81	1.286	.637	-.363	-.651
22	262	159	132	99	130	60	263	154	143	108	131	55	0	0	26	45	37	43	100	62	98	23	190	186	2.167	.462	.42	.356	.443	2.559	80	493	.635	.54	100	1890	25050	80	90	120	130	0	186	116	70	.541	180	64	1.849	.492	-.887	-1.023
23	336	257	138	105	198	152	339	257	144	110	201	152	0	0	41	58	33	43	100	97	100	87	350	353	1.303	.768	.756	.728	.78	1.711	80	585	.872	.74	110	2090	25040	78	89	139	150	0	301	123	178	.9	301	178	1.111	.886	-.152	-.174
24	484	336	144	109	340	227	494	344	149	115	350	235	0	0	51	73	36	42	100	100	100	97	567	585	1.498	.668	.671	.636	.69	1.428	80	606	.669	.85	110	2300	25040	78	89	160	171	0	394	128	266	.782	403	275	1.278	.787	-.354	-.346
25	588	662	156	120	432	542	575	664	161	125	419	544	0	0	154	216	31	42	99	100	98	100	974	963	.797	1.255	1.298	1.245	1.208	1.697	120	663	1.298	.91	120	2520	25030	77	89	182	194	0	776	141	635	1.47	778	638	.68	1.522	.556	.606
26	393	358	177	137	216	221	417	368	184	145	240	231	0	0	91	100	39	56	92	92	89	84	437	471	.977	1.023	.963	.995	.964	2.181	156	808	1.079	.82	140	2730	25040	77	91	202	216	0	420	161	259	1.199	431	271	.834	1.128	.262	.174
27	255	186	185	145	70	41	258	181	189	150	73	36	0	0	34	54	32	47	90	46	56	15	111	109	1.707	.586	.493	.852	.948	2.551	80	571	1.293	.39	110	2930	25030	77	88	223	234	-50	218	170	48	.686	212	42	1.457	.578	-.543	-.791
28	346	306	178	141	168	165	347	312	182	145	169	171	0	0	30	75	35	49	100	95	100	78	333	340	1.018	.982	1.012	.896	.947	1.748	80	633	1.211	.71	110	3150	25030	77	88	245	256	0	359	165	193	1.151	366	200	.869	1.186	.203	.246
29	286	181	162	125	124	56	290	175	187	146	128	50	0	0	21	47	70	80	100	30	23	1	180	178	2.214	.452	.391	.398	.439	2.415	52	340	.599	.39	80	3350	25020	78	86	267	275	0	212	146	66	.529	205	59	1.889	.458	-.918	-1.127
30	299	257	166	132	133	125	229	198	189	149	63	66	0	0	172	174	66	74	48	45	32	31	258	129	1.064	.94	1.048	1.073	1	2.523	156	861	1.035	.84	140	3580	25030	76	90	287	301	0	301	155	146	1.102	232	77	.908	1.228	.139	.296
31	300	204	171	134	129	70	297	191	176	137	126	57	0	0	33	67	35	45	100	61	96	38	199	183	1.843	.543	.452	.499	.602	2.486	52	406	.937	.42	90	3810	25030	78	87	312	321	0	239	157	82	.636	224	67	1.572	.53	-.653	-.915
32	307	208	176	137	131	71	310	198	179	141	134	61	0	0	37	60	28	45	97	65	94	31	202	195	1.845	.542	.455	.495	.566	2.543	120	659	.801	.42	120	4000	25030	77	89	330	342	0	244	161	83	.635	232	71	1.574	.534	-.655	-.906
33	365	279	182	137	183	142	363	282	184	141	181	145	0	0	78	86	31	44	100	84	92	73	325	326	1.289	.776	.801	.735	.797	2.027	52	400	.868	.7	90	4190	25040	79	88	350	359	0	327	161	166	.909	331	170	1.1	.939	-.137	-.091
34	1094	1316	186	145	908	1171	1144	1342	187	148	958	1197	0	0	282	400	26	46	100	99	100	99	2079	2155	.775	1.29	1.249	1.247	1.303	1.566	120	684	1.283	.94	120	4410	25020	76	88	371	383	0	1542	170	1372	1.511	1573	1403	.662	1.464	.596	.55
35	329	249	174	132	155	117	322	237	175	139	148	105	0	0	65	86	25	44	100	78	98	57	272	253	1.325	.755	.709	.67	.682	2.14	52	420	.923	.65	90	4620	25020	77	86	393	402	0	292	155	137	.885	278	123	1.13	.831	-.177	-.266
36	353	230	185	139	168	91	357	225	186	144	172	86	0	0	42	58	27	45	99	82	98	45	259	258	1.846	.542	.5	.494	.556	1.941	120	681	.648	.59	120	4840	25020	76	88	414	426	0	270	163	107	.635	264	101	1.575	.586	-.656	-.771
37	505	393	180	139	325	254	543	379	183	139	363	240	0	0	206	173	30	45	93	87	81	81	579	603	1.28	.782	.661	.805	.726	2.583	32	236	.774	.73	70	5020	25020	78	85	434	441	0	461	163	298	.916	444	281	1.092	.775	-.127	-.368
38	433	306	204	149	229	157	228	197	206	154	24	48	0	0	383	236	35	49	46	50	41	38	386	72	1.459	.686	2	.811	.809	3.336	80	633	.603	.8	110	5240	25010	75	86	454	465	-50	359	175	184	.804	231	56	1.245	2.344	-.316	1.229
39	370	278	220	171	150	107	343	284	225	174	123	113	0	0	79	78	35	53	100	71	90	51	257	236	1.402	.713	.919	.597	.737	2.546	52	400	.841	.51	90	5480	25010	76	85	479	488	0	326	200	125	.836	333	132	1.196	1.077	-.258	.107
40	1059	926	196	147	863	779	1162	970	198	151	966	823	0	0	281	262	26	48	100	100	99	100	1642	1789	1.108	.903	.852	.917	.9	1.495	120	663	.877	.93	120	5670	25020	76	88	497	509	0	1085	172	913	1.058	1137	965	.945	.999	.081	-.002
41	299	266	150	114	149	152	301	253	160	123	151	139	0	0	31	74	41	52	100	93	96	72	301	290	.98	1.02	.921	.889	.967	2.031	80	593	1.257	.72	110	1670	25250	99	110	97	108	0	312	134	178	1.196	297	163	.836	1.079	.258	.11
42	457	515	140	104	317	411	460	516	148	111	320	412	0	0	76	140	34	42	100	100	100	99	728	732	.771	1.297	1.288	1.253	1.278	1.389	120	740	1.373	.92	130	1890	25250	98	111	118	131	0	604	122	482	1.52	605	483	.658	1.509	.604	.594
43	419	356	139	105	280	251	422	350	142	109	283	245	0	0	34	83	26	40	100	100	100	100	531	528	1.116	.896	.866	.851	.866	1.424	80	582	.923	.86	110	2090	25250	99	110	139	150	0	417	123	294	1.051	410	287	.952	1.015	.071	.021
44	368	321	147	103	221	218	321	278	147	108	174	175	0	0	182	164	22	40	87	90	81	75	439	349	1.014	.986	1.006	.999	.971	2.388	32	176	.949	.84	60	2300	25260	103	109	163	169	0	376	121	255	1.156	326	205	.865	1.179	.209	.237
45	399	455	160	122	239	333	395	444	165	128	235	322	0	0	49	114	36	47	100	100	100	100	572	557	.718	1.393	1.37	1.338	1.38	1.431	80	605	1.526	.85	110	2500	25250	99	110	180	191	0	533	143	390	1.633	520	377	.612	1.606	.707	.683
46	586	580	181	143	405	437	584	574	191	153	403	431	0	0	60	117	54	61	100	100	100	100	842	834	.927	1.079	1.069	1.054	1.058	1.376	80	575	1.087	.86	110	2710	25240	98	109	201	212	0	680	168	512	1.265	673	505	.791	1.253	.339	.326
47	348	263	181	139	167	124	342	247	184	142	161	108	0	0	58	89	35	45	100	80	97	60	291	269	1.347	.743	.671	.593	.684	2.315	80	609	1.001	.7	110	2930	25240	98	109	223	234	0	308	163	145	.87	289	127	1.149	.786	-.201	-.347
48	324	222	184	141	140	81	327	220	192	146	143	79	0	0	35	58	42	49	98	65	94	30	221	222	1.728	.579	.552	.468	.566	2.52	52	420	.735	.49	90	3130	25250	100	109	244	253	0	260	165	95	.678	258	93	1.475	.647	-.56	-.627
49	1147	1050	168	130	979	920	1186	1069	199	153	1018	939	0	0	240	207	142	114	100	100	97	100	1899	1957	1.064	.94	.922	.957	.914	1.359	80	633	.919	.94	110	3340	25230	97	108	264	275	0	1231	152	1078	1.101	1253	1101	.908	1.081	.139	.112
50	747	758	172	138	575	620	738	763	201	159	566	625	0	0	257	310	136	105	97	95	85	87	1195	1191	.927	1.078	1.104	1.032	1.06	1.605	120	668	1.125	.94	120	3570	25230	97	109	287	299	0	888	162	727	1.264	894	732	.791	1.294	.338	.372
51	346	260	167	128	179	132	341	254	167	131	174	126	0	0	58	79	23	43	100	90	100	70	311	300	1.356	.737	.724	.695	.72	1.747	80	606	.863	.67	110	3780	25240	98	109	308	319	0	305	150	155	.864	298	148	1.157	.849	-.21	-.237
52	354	276	175	136	179	140	350	262	178	140	175	126	0	0	43	77	28	45	100	91	100	80	319	301	1.279	.782	.72	.703	.768	1.899	80	571	.906	.72	110	3980	25230	97	108	328	339	0	323	159	164	.917	307	148	1.091	.844	-.126	-.245
53	446	295	180	141	266	154	450	293	184	145	270	152	0	0	44	71	33	46	100	95	100	80	420	422	1.727	.579	.563	.531	.588	1.635	80	606	.602	.73	110	4190	25230	97	108	349	360	0	346	165	180	.679	343	178	1.474	.66	-.56	-.6
54	382	225	183	144	199	81	378	220	188	146	195	76	0	0	44	52	33	45	100	71	100	42	280	271	2.457	.407	.39	.376	.414	1.925	80	590	.479	.57	110	4400	25230	97	108	370	381	0	264	169	95	.477	258	89	2.096	.457	-1.068	-1.13
55	330	255	177	134	153	121	314	250	180	137	137	116	0	0	63	78	31	43	99	84	95	63	274	253	1.264	.791	.847	.709	.804	2.197	120	692	.977	.68	120	4620	25230	97	109	392	404	0	299	157	142	.927	293	136	1.079	.992	-.11	-.011
56	601	330	182	138	419	192	600	320	187	142	418	182	0	0	93	96	40	43	100	93	100	87	611	600	2.182	.458	.435	.402	.464	1.86	80	557	.476	.81	110	4820	25220	96	107	412	423	0	387	162	225	.537	375	213	1.862	.51	-.897	-.971
57	368	218	172	134	196	84	331	204	179	137	159	70	0	0	196	110	46	42	98	65	92	37	280	229	2.333	.429	.44	.369	.453	2.946	80	619	.319	.41	110	5030	25220	96	107	433	444	0	255	157	98	.502	239	82	1.991	.516	-.993	-.955
58	375	284	183	140	192	144	373	281	192	144	190	141	0	0	35	56	46	45	100	96	100	81	336	331	1.333	.75	.742	.689	.735	1.699	80	613	.862	.72	110	5250	25220	96	107	455	466	0	333	164	169	.879	329	165	1.138	.87	-.186	-.201
59	1598	829	194	144	1404	685	1678	862	199	150	1484	718	0	0	350	237	35	48	100	97	100	96	2089	2202	2.05	.488	.484	.466	.487	1.473	120	726	.484	.93	120	5460	25220	96	108	476	488	0	972	169	803	.572	1010	841	1.749	.567	-.806	-.818
60	331	221	190	142	141	79	324	226	192	144	134	84	0	0	33	55	25	45	100	75	100	45	220	218	1.785	.56	.627	.525	.639	2.306	80	583	.8	.54	110	5670	25220	96	107	497	508	0	259	166	93	.657	265	98	1.523	.735	-.607	-.445
61	208	195	164	132	44	63	165	141	165	136	1	9	0	0	157	179	25	46	21	33	15	20	107	10	.698	1.432	9	1.718	1.273	4.07	80	599	1.351	.61	110	1660	25460	120	131	96	107	-50	229	155	74	1.678	165	11	.596	10.548	.747	3.399
62	414	298	155	120	259	178	417	303	161	125	262	183	0	0	54	75	72	44	100	96	97	86	437	445	1.455	.687	.698	.66	.689	1.595	80	600	.708	.77	110	1870	25460	120	131	117	128	0	349	141	209	.805	355	214	1.242	.819	-.312	-.289
63	1270	473	148	114	1122	359	1329	474	155	119	1181	360	0	0	389	151	67	41	98	100	98	96	1481	1541	3.125	.32	.305	.32	.32	1.873	120	704	.295	.88	120	2090	25460	120	132	139	151	0	554	134	421	.375	556	422	2.667	.357	-1.415	-1.485
64	720	466	155	116	565	350	721	453	158	121	566	337	0	0	163	184	27	43	100	97	100	95	915	903	1.614	.619	.595	.543	.57	1.738	80	608	.646	.87	110	2310	25460	120	131	161	172	0	546	136	410	.726	531	395	1.377	.698	-.462	-.519
