ID-1	0.097998961	109	112	61	60
ID-2	0.325837601	208	114	222	59
ID-3	0.054258019	126	116	82	59
ID-4	-0.296349691	413	119	822	59
ID-5	0.022504578	123	114	79	58
ID-6	-0.127149382	122	118	80	58
ID-7	0.139856697	118	115	65	58
ID-8	-0.049808858	119	120	70	58
ID-9	-0.059193619	202	120	266	58
ID-10	0.170136069	144	121	110	58
ID-11	0.123725511	146	122	117	58
ID-12	-0.334674289	344	120	675	58
ID-13	-0.087058694	158	118	183	58
ID-14	0.062178219	125	112	96	57
ID-15	-0.528560508	272	113	591	57
ID-16	0.068722338	150	116	148	57
ID-17	0.128524219	134	114	106	57
ID-18	-0.529767974	156	116	254	56
ID-19	-0.303207885	138	115	169	58
ID-20	1.015572288	157	118	70	59
ID-21	0.156600587	156	117	150	59
ID-22	0.485860737	145	123	79	60
ID-23	0.015421429	134	118	107	57
ID-24	-0.109617417	169	120	208	57
ID-25	-0.025789854	126	117	88	56
ID-26	-0.039219491	131	119	101	56
ID-27	0.027602373	124	120	71	56
ID-28	-0.131678463	128	121	96	55
ID-29	0.027725575	128	123	72	56
ID-30	0.314989082	160	119	135	58
ID-31	-0.008570881	121	121	68	57
ID-32	0.507234019	254	121	246	56
ID-33	0.047231367	121	117	69	55
ID-34	-0.043094659	125	116	93	55
ID-35	-0.090244267	138	116	134	56
ID-36	-0.135089453	125	115	104	55
ID-37	-0.355721753	136	117	164	58
ID-38	-0.174524084	187	118	259	57
ID-39	-0.162753189	188	118	259	57
ID-40	0.084016514	135	125	74	56
ID-41	-0.297545455	128	123	107	55
ID-42	-0.520390613	113	120	88	55
ID-43	0.047231367	123	119	68	54
ID-44	-0.096568202	119	122	67	55
ID-45	0.107563136	124	121	64	55
ID-46	-0.331994305	137	123	139	55
ID-47	-0.126407137	122	125	71	57
ID-48	-0.03302513	146	124	128	57
ID-49	0.071564601	123	118	69	55
ID-50	-0.054438607	122	114	85	55
ID-51	0.167259283	123	111	70	54
ID-52	0.067994657	115	111	67	54
ID-53	-0.113954487	182	116	239	54
ID-54	0.062166647	124	113	82	53
ID-55	0.350509604	141	115	101	60
ID-56	-0.081548825	130	116	113	58
ID-57	-0.036300487	224	119	308	58
ID-58	-0.17305174	129	120	107	57
ID-59	0.051595295	145	120	125	56
ID-60	-0.0333305	128	119	93	57
ID-61	-0.015971645	120	117	72	56
ID-62	0.067994657	125	121	70	57
ID-63	-0.115112363	130	123	91	56
ID-64	-0.14614965	152	129	146	57
ID-65	0.161139491	153	125	121	57
ID-66	-0.185446889	141	123	134	56
ID-67	-0.168090227	121	118	79	56
ID-68	-0.572652054	141	118	206	55
ID-69	-0.162356831	123	117	93	55
ID-70	-0.186761211	110	113	73	55
ID-71	-0.16329491	114	115	74	55
ID-72	-0.074137187	113	115	67	55
ID-73	-0.272691625	119	123	81	59
ID-74	0.167259283	134	122	75	59
ID-75	-0.291777284	126	123	98	58
ID-76	-0.039518356	130	125	77	58
ID-77	-0.257081556	155	123	184	55
ID-78	0.147116167	128	113	91	55
ID-79	-0.039808956	120	118	72	56
ID-80	0.020830893	129	119	86	56
ID-81	-0.160812773	126	120	92	55
ID-82	0.205711767	242	122	283	56
ID-83	-0.146819589	249	122	383	56
ID-84	0.001787142	178	121	206	55
ID-85	0.034242424	130	118	94	55
ID-86	-0.123439068	122	122	74	56
ID-87	-0.106550576	204	123	270	55
ID-88	0.070256334	167	116	183	55
ID-89	0.143568102	143	112	128	54
ID-90	-0.051810971	176	115	220	54
ID-91	-0.081920669	132	120	108	59
