010101	-0.0777308	0	100	230	75	243	129
010102	0.194216	0	90	460	80	402	125
010103	0.338998	0	110	524	73	414	131
010104	0.495795	0	100	321	75	228	129
010105	-0.251333	0	100	192	80	229	133
010106	0.59906	0	110	1316	86	868	141
010107	0.410222	0	100	1317	98	991	162
010108	0.0559075	0	100	841	96	809	153
010109	-0.440627	0	100	269	87	366	143
010110	-0.0881676	0	100	224	77	238	134
010111	0.184477	0	90	321	79	283	134
010112	-0.141835	0	100	260	79	287	128
010113	0.260786	0	100	5158	79	4305	125
010114	0.308911	0	100	1857	83	1499	137
010115	0.0119117	0	100	433	85	430	132
010201	-0.277545	0	90	174	70	212	130
010202	-0.628516	0	100	433	75	670	135
010203	-0.00326536	0	100	532	76	533	135
010204	-0.0722715	0	90	196	86	206	138
010205	0.4178	0	90	443	92	332	143
010206	-0.0196203	0	100	380	95	385	155
010207	-0.566547	0	100	246	101	364	158
010208	-0.0443777	0	100	609	98	628	155
010209	-0.0453752	0	90	266	96	275	159
010210	-0.0685435	0	100	214	94	224	142
010211	0.0301262	0	100	268	97	263	148
010212	0.288248	0	100	980	89	802	145
010213	0.054368	0	110	262	87	253	138
010214	0.159516	0	110	1819	86	1629	136
010215	-0.0313686	0	100	204	90	209	139
010301	-0.227022	0	110	252	80	295	141
010302	0.086538	0	110	240	83	226	146
010303	0.923918	0	100	2652	81	1397	136
010304	-0.0440762	0	110	576	80	594	136
010305	-0.321088	0	100	368	84	460	143
010306	0.447957	0	100	945	94	693	152
010307	-0.567915	0	100	568	107	842	161
010308	-0.262212	0	120	5868	120	7037	179
010309	-0.0996516	0	100	470	129	504	191
010310	-0.0737113	0	100	350	113	369	169
010311	0.201222	0	110	366	103	318	154
010312		0	50	188	109	218	166
010313	-0.396348	0	100	227	90	299	141
010314	-0.311424	0	110	434	88	539	140
010315	0.0803545	0	100	962	95	910	144
010401	1.1197	0	100	7079	93	3257	146
010402	-0.874261	0	100	764	97	1401	143
010403	0.508067	0	100	252	97	177	139
010404	-0.0916544	0	120	210	92	224	140
010405	-0.181084	0	110	212	91	240	148
010406	0.329679	0	110	950	94	756	146
010407	-0.0930537	0	110	3609	98	3849	156
010408		0	40	227	153	198	195
010409	-0.231248	0	100	342	106	402	160
010410		-50	100	156	105	226	163
010411	0.0975812	0	100	469	102	438	150
010412		0	80	206	104	196	145
010413	0.425241	0	110	2865	94	2133	148
