1_1_1	null	null	null	208	399	601	137	142	59	55	37	0	289	532	679	164	166	35	73	66	0	0.568	0.712	0.715	0.725	3.28	0.817	0.834	80	580	196	630	-0.816	71	125	262	368	-100
1_1_2	null	null	null	156	176	121	138	144	62	25	12	0	155	249	300	158	163	46	23	15	0	-6	0.418	0.794	0.817	3.237	0.352	0.288	80	532	15	129	Error	18	-3	38	91	-100
1_1_3	null	null	null	152	224	232	134	140	63	32	20	0	179	290	269	166	178	59	23	20	0	1.385	0.726	0.818	0.852	4.043	0.849	0.452	80	524	31	214	0.469	18	13	90	124	-50
1_1_4	null	null	null	270	360	251	138	147	67	75	50	0	541	652	329	218	223	65	98	95	0	0.409	0.512	0.449	0.412	2.012	0.593	0.58	80	602	455	656	-1.291	132	323	222	434	0
1_1_5	null	null	null	142	174	105	131	138	60	26	15	0	174	241	211	163	172	49	30	16	0	1	0.551	0.795	0.703	5.264	0.386	0.174	80	546	22	121	0	11	11	43	78	-50
1_1_6	null	null	null	172	223	162	132	139	60	45	28	0	167	287	307	150	151	34	38	25	0	2.353	0.664	1.424	1.314	3.99	0.515	0.482	80	533	57	228	1.234	40	17	91	137	-50
1_1_7	null	null	null	702	1155	1029	137	146	62	98	92	0	933	1092	708	153	158	48	100	100	0	0.724	1.084	1.046	0.91	1.988	1.279	0.815	52	414	1345	1957	-0.465	565	780	1018	939	0
1_1_8	null	null	null	409	628	519	141	149	62	92	86	0	429	648	457	163	164	35	98	98	0	1.008	1.004	0.835	0.913	1.951	0.83	0.582	52	340	534	972	0.011	268	266	487	485	0
1_1_9	null	null	null	411	585	425	143	149	60	92	82	0	518	666	344	157	159	43	98	98	0	0.742	0.868	0.821	0.697	2.436	1.007	0.607	52	420	629	951	-0.43	268	361	442	509	0
1_1_10	null	null	null	476	1017	1027	136	147	69	98	84	0	682	1028	755	147	151	41	100	100	0	0.636	1	0.869	0.797	2.091	1.224	0.768	52	332	875	1762	-0.654	340	535	881	881	0
1_1_11	null	null	null	228	310	235	139	148	64	65	34	0	240	404	348	146	151	41	78	53	0	0.947	0.663	0.767	0.912	3.952	0.718	0.501	32	236	183	429	-0.079	89	94	171	258	-100
1_1_12	null	null	null	161	192	132	134	141	67	30	16	0	167	259	248	145	150	44	33	21	0	1.227	0.509	1.426	1.253	5.551	0.495	0.245	80	548	49	172	0.295	27	22	58	114	-50
