1_1_1	0.166172371	11.406865	0.039848649	3033	3316	1330	280	293	149	100	100	0	3025	3051	1029	347	391	446	100	98	0	1.028	1.123	1.12	1.102	1.341	1.134	0.869	52	400	5431	5740	0.04	2753	2678	3036	2704	0
1_1_2	0.27834696	11.014129	0.137370501	2458	2493	827	289	293	92	100	100	0	2322	2313	797	350	354	64	100	100	0	1.1	1.123	1.132	1.143	1.525	1.116	0.889	120	684	4141	4167	0.137	2169	1972	2204	1963	0
1_1_3	0.21727057	11.593884	0.088198636	3478	3489	1193	291	302	93	100	100	0	3354	3226	1179	356	364	53	100	100	0	1.063	1.114	1.108	1.13	1.423	1.103	0.891	80	518	6185	6068	0.088	3187	2998	3198	2870	0
1_1_4	0.382180615	11.09968	0.24623078	2684	2715	894	294	302	95	100	100	0	2376	2378	768	361	364	57	100	100	0	1.186	1.2	1.175	1.204	1.371	1.215	0.904	80	541	4405	4438	0.246	2390	2015	2421	2017	0
1_1_5	0.593806584	9.323778	0.383842878	1029	1197	671	297	308	95	98	97	0	920	1181	677	359	364	62	100	96	0	1.305	1.095	1.167	1.144	1.702	1.061	0.864	80	532	1293	1722	0.384	732	561	900	822	0
1_1_6	null	null	null	2118	2185	640	288	302	90	100	100	0	2335	2607	1976	351	361	67	100	100	0	0.922	0.841	0.991	0.942	1.719	0.543	0.454	52	411	3814	4153	-0.117	1830	1984	1897	2256	0
1_1_7	0.179245305	10.858683	0.029523061	2169	2120	697	293	301	91	100	100	0	2195	2121	705	357	363	72	100	100	0	1.021	1.036	1.009	1.051	1.435	1.006	0.885	52	414	3714	3591	0.03	1876	1838	1827	1764	0
1_1_8	0.145665437	11.763201	0.011621312	3777	3984	1213	287	296	91	100	100	0	3815	3743	1139	353	357	58	100	100	0	1.008	1.091	1.094	1.102	1.307	1.088	0.936	80	594	6952	7087	0.012	3490	3462	3697	3390	0
1_1_9	null	null	null	781	798	239	294	304	94	94	90	0	853	824	207	346	353	58	100	94	0	0.961	1.054	1.033	1.057	1.917	1.107	0.698	52	415	994	982	-0.058	487	507	504	478	0
1_1_10	null	null	null	1589	1736	875	286	299	88	100	98	0	1618	1746	762	352	354	55	100	100	0	1.029	1.04	1.013	1.028	1.529	1.078	0.855	80	529	2569	2844	0.042	1303	1266	1450	1394	0
1_1_11	0.308520404	11.275635	0.180280711	2928	2953	1325	289	305	159	98	97	0	2683	2792	1202	354	357	58	99	99	0	1.133	1.093	1.082	1.074	1.556	1.099	0.911	120	695	4968	5102	0.18	2639	2329	2664	2438	0
