CUST_1287_PI245939919	-8.926	19335	50245	50	11744	11910	2542	21	72	72	79	35	44	100	100	0	92	98	26	26	68	68	69	15	21	63	43	0	486.333	394.6	387.65	473.229	2.434	436.457	0.306	80	116	100	11696	11868	8.926	11672	24	11838	30	952787	7835	338.029	1.933	0	0	0	8.926
CUST_1596_PI245939919	-8.829	13515	57545	50	11452	12029	4053	33	85	85	99	50	50	100	100	0	102	113	45	39	77	77	81	24	29	50	25	0	454.68	331.778	379.226	394.823	2.627	353.675	0.236	80	92	100	11392	11980	8.829	11367	25	11944	36	962312	9055	238.6	1.333	0	0	0	8.829
CUST_1592_PI245939919	-8.73	17475	58815	50	27681	27357	6151	22	87	87	97	48	49	100	100	0	138	141	41	29	73	73	73	16	21	91	82	0	424.523	401.029	393.233	446.058	1.8	394.687	0.619	80	92	100	27659	27338	8.73	27594	65	27270	68	2188539	11253	567.917	4.25	0	0	0	8.73
CUST_6602_PI245939919	-8.698	19740	52720	50	11704	12573	3768	29	77	77	88	45	51	100	100	0	94	95	23	24	66	66	67	13	19	72	51	0	415.25	430.897	412.056	444.355	2.005	463.102	0.392	80	116	100	11655	12525	8.698	11627	28	12496	29	1005818	7638	277.444	2.154	0	0	0	8.698
CUST_1590_PI245939919	-8.694	15715	58945	50	29498	29586	4493	15	87	87	93	38	40	100	100	0	147	147	39	26	76	76	81	23	28	88	71	0	414.239	415.479	410.753	502.567	2.15	421.509	0.59	80	92	100	29482	29570	8.694	29411	71	29499	71	2366913	11762	776.132	2.87	0	0	0	8.694
CUST_1591_PI245939919	-8.658	17210	53290	50	27538	25494	8208	32	72	72	105	94	89	100	100	0	138	140	47	33	70	70	75	19	25	85	76	0	403.912	363.171	361.028	406.753	1.84	358.095	0.608	80	92	100	27534	25492	8.658	27466	68	25422	70	2039482	11239	270.096	3.421	0	0	0	8.658
CUST_1589_PI245939919	-8.636	20150	57735	50	17584	17534	4894	27	81	81	86	42	48	100	100	0	111	114	31	27	67	67	68	16	23	82	62	0	397.795	371.34	399.352	398.009	1.971	365.292	0.556	80	92	100	17547	17500	8.636	17503	44	17453	47	1402710	9128	415.429	2.875	0	0	0	8.636
CUST_4073_PI245939919	-8.563	15930	53100	50	11810	11317	2949	26	85	85	96	45	46	100	100	0	103	107	31	28	72	72	73	18	24	71	45	0	378.226	320.914	303.722	331.329	2.033	298.794	0.379	80	92	100	11756	11267	8.563	11725	31	11232	35	905394	8595	249.356	1.889	0	0	0	8.563
CUST_1285_PI245939919	-8.538	18970	51770	50	9734	9475	2293	24	70	70	83	43	51	100	100	0	98	101	29	28	72	72	76	34	44	38	10	0	371.692	324.31	318.417	369.431	2.857	379.963	0.15	80	92	100	9690	9434	8.538	9664	26	9405	29	758027	8040	218.419	0.735	0	0	0	8.538
CUST_6603_PI245939919	-8.482	19080	51960	50	5792	5597	1210	21	70	70	78	37	47	100	100	0	85	90	24	26	69	69	70	15	21	50	28	0	357.625	263.19	280.417	285.347	2.925	271.857	0.223	80	92	100	5738	5548	8.482	5722	16	5527	21	447790	7214	149.162	1.333	0	0	0	8.482
CUST_6601_PI245939919	-8.404	17145	59005	50	17364	17157	3574	20	89	89	101	50	49	100	100	0	123	124	39	31	72	72	76	20	26	82	62	0	338.725	328.231	354.745	380.565	2.265	365.712	0.211	80	92	100	17326	17120	8.404	17275	51	17068	52	1372593	9938	341.12	2.4	0	0	0	8.404
CUST_1594_PI245939919	-8.286	16515	54245	50	25980	24392	5941	24	82	82	98	56	57	100	100	0	155	160	47	29	72	72	73	17	23	95	88	0	312.024	276.25	296.418	316.64	1.869	279.886	0.677	80	116	100	25981	24398	8.286	25898	83	24310	88	1951347	12822	433.821	5.118	0	0	0	8.286
